Demographic information
"5  Current age, broken out in ten year age groups"
6  Race group
"7  Marital status, self-reported at entry to prison"
"8  Number of children, self-reported at entry to prison"
"9  Religious affiliation, self-reported at entry to prison"
10  Home county - self-reported at entry to prison
"15  Socioeconomic class, self-reported at entry to prison"
"16  Environment to age 16, self-reported at entry to prison"
"17  Guardian status to age 16, self-reported at entry to prison"
"18  Employment status before prison, self-reported at entry to prison"
19  Age at admission
"21  Height, measured at entry to prison"
"22  Weight, measured at entry to prison"
24  Military service
Correctional information
25  Type of admission to prison
26  Current / last security status
27  Current / last institution type
28  Institution type - transitional centers
29  Institution type - county prisons
30  Institution type - state prisons
31  Institution type - private prisons
32  Institution type - pre-release centers
33  Institution type - inmate boot camp
34  Number of disciplinary reports
35  Number of transfers
36  Number of escapes
38  Probable future release type of still active inmates
39  Time served in current (or last) institution
"Educational, psychological and physical information"
"Educational, psychological and physical information"
37  Culture fair IQ scores
40  Highest grade level attained
41  Culture fair IQ scores
42  Wide Range Achievement Test (WRAT) reading score
43  Wide Range Achievement Test (WRAT) math score
44  Wide Range Achievement Test (WRAT) spelling score
45  Scope of substance abuse - summary
46  Scope of substance abuse - detail
47  Current / last mental health treatment level
48  PULHESDWIT medical scale - 'P' overall condition ('P'hysical)
49  PULHESDWIT medical scale - 'U' upper body
50  PULHESDWIT medical scale - 'L' lower body
51  PULHESDWIT medical scale - 'H' hearing
52  PULHESDWIT medical scale - 'E' vision
53  PULHESDWIT medical scale -'S' psychiatric
54  PULHESDWIT medical scale - 'D' dental
55  PULHESDWIT medical scale - 'W' work ability
56  PULHESDWIT medical scale - 'I' impairment
57  PULHESDWIT medical scale - 'T' transportability
"58  Criminality in family, self-reported"
"59  Alcoholism in family, self-reported"
"60  Drug abuse in family, self-reported"
"61  Subjected to frequent beatings, self-reported"
62  Father absent during inmate's childhood
63  Mother absent during inmate's childhood
64  Inmate diagnosed as manipulative
65  Inmate diagnosed as assaultive
Crimes and criminal history information
66  Number of prior Georgia incarcerations
67  Prison sentence in years
Crimes and criminal history information
"68  Primary offense, broken out into felonies vs misdemeanors"
"69  Primary offense, broken out into six broad crime categories"
"70  Primary offense, detailed offense code"
79  County of conviction of primary offense
84  Circuit of conviction of primary offense
85  Years served (jail + prison) in this incarceration
Medical information
86  Results of most recent HIV test
87  Results of most recent tuberculosis test
88  Results of most recent syphilis test
89  Results of most recent Hepatitis-C test
"",,Male,,,Female,,Total
Current Age,Count,Col %,Row %,Count,Col %,Row %,Total Col %
Teens (1-19),937,1.80%,97.71%,22,0.58%,2.29%,959  1.72%
