"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Houston County","633","1.24%","93.92%","41","1.05%","6.08%","674","1.23%"
"Irwin County","75",".15%","96.15%","3",".08%","3.85%","78",".14%"
"Jackson County","254",".50%","90.71%","26",".66%","9.29%","280",".51%"
"Jasper County","55",".11%","94.83%","3",".08%","5.17%","58",".11%"
"Jeff Davis County","87",".17%","95.60%","4",".10%","4.40%","91",".17%"
"Jefferson County","154",".30%","95.65%","7",".18%","4.35%","161",".29%"
"Jenkins County","75",".15%","97.40%","2",".05%","2.60%","77",".14%"
"Johnson County","31",".06%","93.94%","2",".05%","6.06%","33",".06%"
"Jones County","215",".42%","87.76%","30",".77%","12.24%","245",".45%"
"Lamar County","70",".14%","86.42%","11",".28%","13.58%","81",".15%"
"Lanier County","48",".09%","97.96%","1",".03%","2.04%","49",".09%"
"Laurens County","262",".51%","94.24%","16",".41%","5.76%","278",".51%"
"Lee County","65",".13%","92.86%","5",".13%","7.14%","70",".13%"
"Liberty County","229",".45%","93.85%","15",".38%","6.15%","244",".45%"
"Lincoln County","40",".08%","88.89%","5",".13%","11.11%","45",".08%"
"Long County","63",".12%","92.65%","5",".13%","7.35%","68",".12%"
"Lowndes County","436",".86%","95.40%","21",".54%","4.60%","457",".83%"
"Lumpkin County","86",".17%","96.63%","3",".08%","3.37%","89",".16%"
"Macon County","44",".09%","93.62%","3",".08%","6.38%","47",".09%"
"Madison County","163",".32%","93.14%","12",".31%","6.86%","175",".32%"
"Marion County","27",".05%","93.10%","2",".05%","6.90%","29",".05%"
"Mcduffie County","187",".37%","93.97%","12",".31%","6.03%","199",".36%"
"Mcintosh County","42",".08%","95.45%","2",".05%","4.55%","44",".08%"
"Meriwether County","191",".38%","92.27%","16",".41%","7.73%","207",".38%"
"Miller County","39",".08%","88.64%","5",".13%","11.36%","44",".08%"
"Mitchell County","151",".30%","93.79%","10",".26%","6.21%","161",".29%"
"Monroe County","125",".25%","93.28%","9",".23%","6.72%","134",".24%"
"Montgomery County","36",".07%","90.00%","4",".10%","10.00%","40",".07%"
"Morgan County","119",".23%","92.97%","9",".23%","7.03%","128",".23%"
"Murray County","214",".42%","87.70%","30",".77%","12.30%","244",".45%"
"Muscogee County","1,142","2.24%","95.25%","57","1.45%","4.75%","1,199","2.19%"
"Newton County","703","1.38%","89.33%","84","2.14%","10.67%","787","1.44%"
"Oconee County","51",".10%","96.23%","2",".05%","3.77%","53",".10%"
"Oglethorpe County","67",".13%","90.54%","7",".18%","9.46%","74",".13%"
"Paulding County","225",".44%","91.84%","20",".51%","8.16%","245",".45%"
"Peach County","101",".20%","93.52%","7",".18%","6.48%","108",".20%"
"Pickens County","111",".22%","90.98%","11",".28%","9.02%","122",".22%"
"Pierce County","101",".20%","94.39%","6",".15%","5.61%","107",".20%"
