"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Coweta County","542","1.05%","93.45%","38","1.02%","6.55%","580","1.05%"
"Crawford County","17",".03%","94.44%","1",".03%","5.56%","18",".03%"
"Crisp County","265",".51%","93.31%","19",".51%","6.69%","284",".51%"
"Dade County","135",".26%","94.41%","8",".21%","5.59%","143",".26%"
"Dawson County","131",".25%","92.25%","11",".29%","7.75%","142",".26%"
"Decatur County","304",".59%","92.40%","25",".67%","7.60%","329",".59%"
"Dekalb County","2,868","5.55%","94.28%","174","4.65%","5.72%","3,042","5.49%"
"Dodge County","148",".29%","93.67%","10",".27%","6.33%","158",".29%"
"Dooly County","97",".19%","95.10%","5",".13%","4.90%","102",".18%"
"Dougherty County","954","1.85%","94.36%","57","1.52%","5.64%","1,011","1.83%"
"Douglas County","1,210","2.34%","88.58%","156","4.17%","11.42%","1,366","2.47%"
"Early County","90",".17%","94.74%","5",".13%","5.26%","95",".17%"
"Echols County","10",".02%","100.00%","","","","10",".02%"
"Effingham County","154",".30%","92.22%","13",".35%","7.78%","167",".30%"
"Elbert County","121",".23%","93.80%","8",".21%","6.20%","129",".23%"
"Emanuel County","187",".36%","93.50%","13",".35%","6.50%","200",".36%"
"Evans County","97",".19%","97.00%","3",".08%","3.00%","100",".18%"
"Fannin County","111",".21%","93.28%","8",".21%","6.72%","119",".21%"
"Fayette County","367",".71%","94.10%","23",".61%","5.90%","390",".70%"
"Floyd County","733","1.42%","91.28%","70","1.87%","8.72%","803","1.45%"
"Forsyth County","301",".58%","86.74%","46","1.23%","13.26%","347",".63%"
"Franklin County","130",".25%","92.20%","11",".29%","7.80%","141",".25%"
"Fulton County","5,062","9.80%","96.29%","195","5.21%","3.71%","5,257","9.49%"
"Gilmer County","132",".26%","91.67%","12",".32%","8.33%","144",".26%"
"Glascock County","6",".01%","85.71%","1",".03%","14.29%","7",".01%"
"Glynn County","389",".75%","93.06%","29",".77%","6.94%","418",".75%"
"Gordon County","291",".56%","90.09%","32",".85%","9.91%","323",".58%"
"Grady County","208",".40%","93.69%","14",".37%","6.31%","222",".40%"
"Greene County","150",".29%","94.34%","9",".24%","5.66%","159",".29%"
"Gwinnett County","2,303","4.46%","92.83%","178","4.76%","7.17%","2,481","4.48%"
"Habersham County","104",".20%","95.41%","5",".13%","4.59%","109",".20%"
"Hall County","690","1.34%","92.25%","58","1.55%","7.75%","748","1.35%"
"Hancock County","38",".07%","100.00%","","","","38",".07%"
"Haralson County","85",".16%","96.59%","3",".08%","3.41%","88",".16%"
"Harris County","127",".25%","95.49%","6",".16%","4.51%","133",".24%"
"Hart County","119",".23%","95.20%","6",".16%","4.80%","125",".23%"
"Heard County","65",".13%","95.59%","3",".08%","4.41%","68",".12%"
"Henry County","574","1.11%","89.97%","64","1.71%","10.03%","638","1.15%"
