"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Pike County","48",".11%","92.31%","4",".14%","7.69%","52",".11%"
"Polk County","185",".42%","92.04%","16",".54%","7.96%","201",".43%"
"Pulaski County","32",".07%","82.05%","7",".24%","17.95%","39",".08%"
"Putnam County","146",".33%","92.99%","11",".37%","7.01%","157",".34%"
"Quitman County","10",".02%","100.00%","","","","10",".02%"
"Rabun County","56",".13%","83.58%","11",".37%","16.42%","67",".14%"
"Randolph County","45",".10%","95.74%","2",".07%","4.26%","47",".10%"
"Richmond County","1,583","3.63%","94.34%","95","3.22%","5.66%","1,678","3.60%"
"Rockdale County","375",".86%","93.05%","28",".95%","6.95%","403",".87%"
"Schley County","17",".04%","100.00%","","","","17",".04%"
"Screven County","94",".22%","95.92%","4",".14%","4.08%","98",".21%"
"Seminole County","54",".12%","88.52%","7",".24%","11.48%","61",".13%"
"Spalding County","402",".92%","93.06%","30","1.02%","6.94%","432",".93%"
"Stephens County","123",".28%","96.09%","5",".17%","3.91%","128",".27%"
"Stewart County","21",".05%","87.50%","3",".10%","12.50%","24",".05%"
"Sumter County","191",".44%","96.46%","7",".24%","3.54%","198",".43%"
"Talbot County","20",".05%","95.24%","1",".03%","4.76%","21",".05%"
"Taliaferro County","20",".05%","100.00%","","","","20",".04%"
"Tattnall County","166",".38%","89.73%","19",".64%","10.27%","185",".40%"
"Taylor County","47",".11%","90.38%","5",".17%","9.62%","52",".11%"
"Telfair County","94",".22%","94.00%","6",".20%","6.00%","100",".21%"
"Terrell County","76",".17%","97.44%","2",".07%","2.56%","78",".17%"
"Thomas County","178",".41%","96.74%","6",".20%","3.26%","184",".39%"
"Tift County","299",".69%","96.14%","12",".41%","3.86%","311",".67%"
"Toombs County","272",".62%","92.52%","22",".75%","7.48%","294",".63%"
"Towns County","46",".11%","76.67%","14",".48%","23.33%","60",".13%"
"Treutlen County","64",".15%","98.46%","1",".03%","1.54%","65",".14%"
"Troup County","535","1.23%","94.52%","31","1.05%","5.48%","566","1.21%"
"Turner County","58",".13%","95.08%","3",".10%","4.92%","61",".13%"
"Twiggs County","41",".09%","91.11%","4",".14%","8.89%","45",".10%"
"Union County","86",".20%","85.15%","15",".51%","14.85%","101",".22%"
"Upson County","152",".35%","92.12%","13",".44%","7.88%","165",".35%"
"Walker County","418",".96%","90.67%","43","1.46%","9.33%","461",".99%"
"Walton County","622","1.43%","91.07%","61","2.07%","8.93%","683","1.47%"
"Ware County","231",".53%","94.29%","14",".48%","5.71%","245",".53%"
"Warren County","26",".06%","86.67%","4",".14%","13.33%","30",".06%"
"Washington County","170",".39%","94.44%","10",".34%","5.56%","180",".39%"
"Wayne County","181",".41%","90.05%","20",".68%","9.95%","201",".43%"
