"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Coweta County","556","1.12%","93.60%","38","1.05%","6.40%","594","1.12%"
"Crawford County","20",".04%","100.00%","","","","20",".04%"
"Crisp County","280",".56%","93.65%","19",".53%","6.35%","299",".56%"
"Dade County","90",".18%","92.78%","7",".19%","7.22%","97",".18%"
"Dawson County","84",".17%","87.50%","12",".33%","12.50%","96",".18%"
"Decatur County","259",".52%","96.28%","10",".28%","3.72%","269",".51%"
"Dekalb County","3,093","6.23%","94.85%","168","4.66%","5.15%","3,261","6.13%"
"Dodge County","156",".31%","93.98%","10",".28%","6.02%","166",".31%"
"Dooly County","88",".18%","96.70%","3",".08%","3.30%","91",".17%"
"Dougherty County","948","1.91%","94.33%","57","1.58%","5.67%","1,005","1.89%"
"Douglas County","1,133","2.28%","90.21%","123","3.41%","9.79%","1,256","2.36%"
"Early County","99",".20%","94.29%","6",".17%","5.71%","105",".20%"
"Echols County","8",".02%","100.00%","","","","8",".02%"
"Effingham County","192",".39%","92.75%","15",".42%","7.25%","207",".39%"
"Elbert County","133",".27%","90.48%","14",".39%","9.52%","147",".28%"
"Emanuel County","179",".36%","94.21%","11",".31%","5.79%","190",".36%"
"Evans County","95",".19%","95.00%","5",".14%","5.00%","100",".19%"
"Fannin County","90",".18%","87.38%","13",".36%","12.62%","103",".19%"
"Fayette County","348",".70%","88.10%","47","1.30%","11.90%","395",".74%"
"Floyd County","892","1.80%","89.74%","102","2.83%","10.26%","994","1.87%"
"Forsyth County","372",".75%","90.95%","37","1.03%","9.05%","409",".77%"
"Franklin County","142",".29%","93.42%","10",".28%","6.58%","152",".29%"
"Fulton County","4,907","9.89%","96.08%","200","5.55%","3.92%","5,107","9.60%"
"Gilmer County","93",".19%","93.94%","6",".17%","6.06%","99",".19%"
"Glascock County","3",".01%","75.00%","1",".03%","25.00%","4",".01%"
"Glynn County","512","1.03%","92.42%","42","1.17%","7.58%","554","1.04%"
"Gordon County","367",".74%","86.15%","59","1.64%","13.85%","426",".80%"
"Grady County","168",".34%","94.92%","9",".25%","5.08%","177",".33%"
"Greene County","118",".24%","95.16%","6",".17%","4.84%","124",".23%"
"Gwinnett County","2,366","4.77%","92.78%","184","5.10%","7.22%","2,550","4.79%"
"Habersham County","103",".21%","94.50%","6",".17%","5.50%","109",".20%"
"Hall County","696","1.40%","90.86%","70","1.94%","9.14%","766","1.44%"
"Hancock County","33",".07%","94.29%","2",".06%","5.71%","35",".07%"
"Haralson County","158",".32%","94.05%","10",".28%","5.95%","168",".32%"
"Harris County","103",".21%","91.15%","10",".28%","8.85%","113",".21%"
"Hart County","159",".32%","95.78%","7",".19%","4.22%","166",".31%"
"Heard County","49",".10%","92.45%","4",".11%","7.55%","53",".10%"
"Henry County","519","1.05%","90.26%","56","1.55%","9.74%","575","1.08%"
