"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","315",".60%","95.17%","16",".41%","4.83%","331",".58%"
"Appling County","103",".20%","97.17%","3",".08%","2.83%","106",".19%"
"Atkinson County","53",".10%","91.38%","5",".13%","8.62%","58",".10%"
"Bacon County","64",".12%","95.52%","3",".08%","4.48%","67",".12%"
"Baker County","14",".03%","87.50%","2",".05%","12.50%","16",".03%"
"Baldwin County","325",".62%","94.20%","20",".51%","5.80%","345",".61%"
"Banks County","65",".12%","92.86%","5",".13%","7.14%","70",".12%"
"Barrow County","268",".51%","92.73%","21",".54%","7.27%","289",".51%"
"Bartow County","657","1.25%","88.31%","87","2.23%","11.69%","744","1.31%"
"Ben Hill County","220",".42%","94.02%","14",".36%","5.98%","234",".41%"
"Berrien County","89",".17%","95.70%","4",".10%","4.30%","93",".16%"
"Bibb County","1,130","2.14%","94.80%","62","1.59%","5.20%","1,192","2.11%"
"Bleckley County","68",".13%","91.89%","6",".15%","8.11%","74",".13%"
"Brantley County","71",".13%","92.21%","6",".15%","7.79%","77",".14%"
"Brooks County","62",".12%","93.94%","4",".10%","6.06%","66",".12%"
"Bryan County","106",".20%","99.07%","1",".03%",".93%","107",".19%"
"Bulloch County","501",".95%","91.76%","45","1.16%","8.24%","546",".96%"
"Burke County","225",".43%","97.40%","6",".15%","2.60%","231",".41%"
"Butts County","183",".35%","96.32%","7",".18%","3.68%","190",".34%"
"Calhoun County","37",".07%","82.22%","8",".21%","17.78%","45",".08%"
"Camden County","164",".31%","94.25%","10",".26%","5.75%","174",".31%"
"Candler County","99",".19%","88.39%","13",".33%","11.61%","112",".20%"
"Carroll County","616","1.17%","90.59%","64","1.64%","9.41%","680","1.20%"
"Catoosa County","350",".66%","91.38%","33",".85%","8.62%","383",".68%"
"Charlton County","49",".09%","90.74%","5",".13%","9.26%","54",".10%"
"Chatham County","2,510","4.76%","95.36%","122","3.13%","4.64%","2,632","4.65%"
"Chattahoochee County","32",".06%","91.43%","3",".08%","8.57%","35",".06%"
"Chattooga County","262",".50%","89.73%","30",".77%","10.27%","292",".52%"
"Cherokee County","565","1.07%","92.17%","48","1.23%","7.83%","613","1.08%"
"Clarke County","473",".90%","94.41%","28",".72%","5.59%","501",".89%"
"Clay County","36",".07%","92.31%","3",".08%","7.69%","39",".07%"
"Clayton County","1,544","2.93%","93.07%","115","2.95%","6.93%","1,659","2.93%"
"Clinch County","68",".13%","97.14%","2",".05%","2.86%","70",".12%"
"Cobb County","2,660","5.05%","91.03%","262","6.72%","8.97%","2,922","5.16%"
"Coffee County","241",".46%","93.05%","18",".46%","6.95%","259",".46%"
"Colquitt County","286",".54%","93.46%","20",".51%","6.54%","306",".54%"
"Columbia County","339",".64%","91.13%","33",".85%","8.87%","372",".66%"
"Cook County","132",".25%","95.65%","6",".15%","4.35%","138",".24%"
