"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","180",".36%","94.24%","11",".29%","5.76%","191",".36%"
"Appling County","95",".19%","95.00%","5",".13%","5.00%","100",".19%"
"Atkinson County","45",".09%","90.00%","5",".13%","10.00%","50",".09%"
"Bacon County","74",".15%","91.36%","7",".19%","8.64%","81",".15%"
"Baker County","6",".01%","75.00%","2",".05%","25.00%","8",".01%"
"Baldwin County","284",".57%","92.81%","22",".58%","7.19%","306",".57%"
"Banks County","52",".10%","92.86%","4",".11%","7.14%","56",".10%"
"Barrow County","256",".51%","90.14%","28",".74%","9.86%","284",".53%"
"Bartow County","631","1.26%","88.13%","85","2.26%","11.87%","716","1.33%"
"Ben Hill County","240",".48%","92.31%","20",".53%","7.69%","260",".48%"
"Berrien County","91",".18%","95.79%","4",".11%","4.21%","95",".18%"
"Bibb County","1,154","2.31%","94.44%","68","1.80%","5.56%","1,222","2.27%"
"Bleckley County","59",".12%","93.65%","4",".11%","6.35%","63",".12%"
"Brantley County","55",".11%","94.83%","3",".08%","5.17%","58",".11%"
"Brooks County","70",".14%","97.22%","2",".05%","2.78%","72",".13%"
"Bryan County","78",".16%","97.50%","2",".05%","2.50%","80",".15%"
"Bulloch County","555","1.11%","93.91%","36",".96%","6.09%","591","1.10%"
"Burke County","211",".42%","96.35%","8",".21%","3.65%","219",".41%"
"Butts County","107",".21%","94.69%","6",".16%","5.31%","113",".21%"
"Calhoun County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"Camden County","187",".37%","95.90%","8",".21%","4.10%","195",".36%"
"Candler County","111",".22%","92.50%","9",".24%","7.50%","120",".22%"
"Carroll County","561","1.12%","91.07%","55","1.46%","8.93%","616","1.15%"
"Catoosa County","349",".70%","90.41%","37",".98%","9.59%","386",".72%"
"Charlton County","60",".12%","93.75%","4",".11%","6.25%","64",".12%"
"Chatham County","1,960","3.92%","95.75%","87","2.31%","4.25%","2,047","3.81%"
"Chattahoochee County","32",".06%","94.12%","2",".05%","5.88%","34",".06%"
"Chattooga County","260",".52%","86.67%","40","1.06%","13.33%","300",".56%"
"Cherokee County","550","1.10%","89.58%","64","1.70%","10.42%","614","1.14%"
"Clarke County","487",".97%","93.83%","32",".85%","6.17%","519",".97%"
"Clay County","25",".05%","86.21%","4",".11%","13.79%","29",".05%"
"Clayton County","1,464","2.93%","93.55%","101","2.68%","6.45%","1,565","2.91%"
"Clinch County","38",".08%","95.00%","2",".05%","5.00%","40",".07%"
"Cobb County","2,559","5.12%","90.91%","256","6.79%","9.09%","2,815","5.24%"
"Coffee County","252",".50%","93.68%","17",".45%","6.32%","269",".50%"
"Colquitt County","210",".42%","95.02%","11",".29%","4.98%","221",".41%"
"Columbia County","406",".81%","89.62%","47","1.25%","10.38%","453",".84%"
"Cook County","137",".27%","93.84%","9",".24%","6.16%","146",".27%"
