"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Coweta County","539","1.23%","94.73%","30",".99%","5.27%","569","1.21%"
"Crawford County","21",".05%","95.45%","1",".03%","4.55%","22",".05%"
"Crisp County","329",".75%","93.73%","22",".73%","6.27%","351",".75%"
"Dade County","81",".18%","94.19%","5",".16%","5.81%","86",".18%"
"Dawson County","96",".22%","93.20%","7",".23%","6.80%","103",".22%"
"Decatur County","226",".52%","96.17%","9",".30%","3.83%","235",".50%"
"Dekalb County","2,330","5.31%","95.69%","105","3.46%","4.31%","2,435","5.19%"
"Dodge County","105",".24%","86.78%","16",".53%","13.22%","121",".26%"
"Dooly County","123",".28%","95.35%","6",".20%","4.65%","129",".28%"
"Dougherty County","716","1.63%","95.59%","33","1.09%","4.41%","749","1.60%"
"Douglas County","895","2.04%","92.17%","76","2.51%","7.83%","971","2.07%"
"Early County","82",".19%","98.80%","1",".03%","1.20%","83",".18%"
"Echols County","11",".03%","100.00%","","","","11",".02%"
"Effingham County","216",".49%","90.38%","23",".76%","9.62%","239",".51%"
"Elbert County","128",".29%","94.81%","7",".23%","5.19%","135",".29%"
"Emanuel County","153",".35%","93.29%","11",".36%","6.71%","164",".35%"
"Evans County","73",".17%","94.81%","4",".13%","5.19%","77",".16%"
"Fannin County","94",".21%","88.68%","12",".40%","11.32%","106",".23%"
"Fayette County","311",".71%","95.11%","16",".53%","4.89%","327",".70%"
"Floyd County","861","1.96%","90.54%","90","2.97%","9.46%","951","2.03%"
"Forsyth County","351",".80%","91.17%","34","1.12%","8.83%","385",".82%"
"Franklin County","142",".32%","85.54%","24",".79%","14.46%","166",".35%"
"Fulton County","4,199","9.57%","96.24%","164","5.41%","3.76%","4,363","9.30%"
"Gilmer County","100",".23%","93.46%","7",".23%","6.54%","107",".23%"
"Glascock County","8",".02%","100.00%","","","","8",".02%"
"Glynn County","470","1.07%","95.33%","23",".76%","4.67%","493","1.05%"
"Gordon County","353",".80%","91.21%","34","1.12%","8.79%","387",".83%"
"Grady County","156",".36%","94.55%","9",".30%","5.45%","165",".35%"
"Greene County","95",".22%","95.96%","4",".13%","4.04%","99",".21%"
"Gwinnett County","2,263","5.16%","93.86%","148","4.88%","6.14%","2,411","5.14%"
"Habersham County","108",".25%","88.52%","14",".46%","11.48%","122",".26%"
"Hall County","628","1.43%","92.76%","49","1.62%","7.24%","677","1.44%"
"Hancock County","40",".09%","95.24%","2",".07%","4.76%","42",".09%"
"Haralson County","115",".26%","91.27%","11",".36%","8.73%","126",".27%"
"Harris County","86",".20%","93.48%","6",".20%","6.52%","92",".20%"
"Hart County","159",".36%","91.91%","14",".46%","8.09%","173",".37%"
"Heard County","37",".08%","97.37%","1",".03%","2.63%","38",".08%"
"Henry County","588","1.34%","91.88%","52","1.72%","8.13%","640","1.36%"
