"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Crawford","20",".04%","95.24%","1",".03%","4.76%","21",".04%"
"Crisp","289",".59%","92.93%","21",".58%","6.75%","311",".59%"
"Dade","127",".26%","97.69%","3",".08%","2.31%","130",".25%"
"Dawson","116",".24%","90.63%","12",".33%","9.38%","128",".24%"
"Decatur","334",".68%","92.01%","29",".80%","7.99%","363",".69%"
"Dekalb","2,953","6.03%","94.44%","174","4.80%","5.56%","3,127","5.94%"
"Dodge","150",".31%","92.02%","13",".36%","7.98%","163",".31%"
"Dooly","90",".18%","95.74%","4",".11%","4.26%","94",".18%"
"Dougherty","965","1.97%","94.89%","52","1.43%","5.11%","1,017","1.93%"
"Douglas","1,146","2.34%","89.11%","140","3.86%","10.89%","1,286","2.44%"
"Early","81",".17%","95.29%","4",".11%","4.71%","85",".16%"
"Echols","6",".01%","85.71%","1",".03%","14.29%","7",".01%"
"Effingham","155",".32%","92.81%","12",".33%","7.19%","167",".32%"
"Elbert","142",".29%","95.95%","6",".17%","4.05%","148",".28%"
"Emanuel","166",".34%","96.51%","6",".17%","3.49%","172",".33%"
"Evans","99",".20%","95.19%","5",".14%","4.81%","104",".20%"
"Fannin","103",".21%","92.79%","8",".22%","7.21%","111",".21%"
"Fayette","332",".68%","91.97%","29",".80%","8.03%","361",".69%"
"Floyd","769","1.57%","89.00%","95","2.62%","11.00%","864","1.64%"
"Forsyth","289",".59%","90.03%","32",".88%","9.97%","321",".61%"
"Franklin","122",".25%","91.04%","12",".33%","8.96%","134",".25%"
"Fulton","4,629","9.45%","96.40%","173","4.77%","3.60%","4,802","9.12%"
"Gilmer","123",".25%","89.78%","14",".39%","10.22%","137",".26%"
"Glascock","8",".02%","88.89%","1",".03%","11.11%","9",".02%"
"Glynn","410",".84%","95.13%","20",".55%","4.64%","431",".82%"
"Gordon","308",".63%","90.32%","33",".91%","9.68%","341",".65%"
"Grady","204",".42%","95.77%","9",".25%","4.23%","213",".40%"
"Greene","144",".29%","94.74%","8",".22%","5.26%","152",".29%"
"Gwinnett","2,050","4.18%","92.80%","159","4.39%","7.20%","2,209","4.20%"
"Habersham","122",".25%","93.13%","9",".25%","6.87%","131",".25%"
"Hall","698","1.42%","92.33%","58","1.60%","7.67%","756","1.44%"
"Hancock","34",".07%","97.14%","1",".03%","2.86%","35",".07%"
"Haralson","101",".21%","96.19%","4",".11%","3.81%","105",".20%"
"Harris","110",".22%","95.65%","5",".14%","4.35%","115",".22%"
"Hart","103",".21%","93.64%","7",".19%","6.36%","110",".21%"
"Heard","66",".13%","100.00%","","","","66",".13%"
"Henry","556","1.13%","89.39%","66","1.82%","10.61%","622","1.18%"
"Houston","613","1.25%","95.19%","31",".86%","4.81%","644","1.22%"
