"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Irwin","64",".13%","95.52%","3",".09%","4.48%","67",".13%"
"Jackson","209",".44%","92.07%","18",".53%","7.93%","227",".44%"
"Jasper","71",".15%","95.95%","3",".09%","4.05%","74",".14%"
"Jeff Davis","72",".15%","96.00%","3",".09%","4.00%","75",".15%"
"Jefferson","103",".22%","97.17%","3",".09%","2.83%","106",".21%"
"Jenkins","71",".15%","94.67%","4",".12%","5.33%","75",".15%"
"Johnson","63",".13%","98.44%","1",".03%","1.56%","64",".13%"
"Jones","147",".31%","91.88%","13",".38%","8.13%","160",".31%"
"Lamar","84",".18%","92.31%","7",".20%","7.69%","91",".18%"
"Lanier","39",".08%","90.70%","4",".12%","9.30%","43",".08%"
"Laurens","276",".58%","91.69%","25",".73%","8.31%","301",".59%"
"Lee","76",".16%","96.20%","3",".09%","3.80%","79",".15%"
"Liberty","257",".54%","95.19%","13",".38%","4.81%","270",".53%"
"Lincoln","43",".09%","100.00%","","","","43",".08%"
"Long","94",".20%","95.92%","4",".12%","4.08%","98",".19%"
"Lowndes","585","1.23%","95.74%","26",".76%","4.26%","611","1.20%"
"Lumpkin","92",".19%","96.84%","3",".09%","3.16%","95",".19%"
"Macon","64",".13%","94.12%","4",".12%","5.88%","68",".13%"
"Madison","147",".31%","94.23%","9",".26%","5.77%","156",".31%"
"Marion","50",".10%","96.15%","2",".06%","3.85%","52",".10%"
"Mcduffie","196",".41%","95.15%","10",".29%","4.85%","206",".40%"
"Mcintosh","72",".15%","96.00%","3",".09%","4.00%","75",".15%"
"Meriwether","194",".41%","94.63%","11",".32%","5.37%","205",".40%"
"Miller","34",".07%","94.44%","2",".06%","5.56%","36",".07%"
"Mitchell","183",".38%","91.04%","18",".53%","8.96%","201",".39%"
"Monroe","182",".38%","87.92%","25",".73%","12.08%","207",".41%"
"Montgomery","47",".10%","95.92%","2",".06%","4.08%","49",".10%"
"Morgan","88",".18%","89.80%","10",".29%","10.20%","98",".19%"
"Murray","250",".52%","92.59%","20",".58%","7.41%","270",".53%"
"Muscogee","1,701","3.57%","93.41%","120","3.51%","6.59%","1,821","3.56%"
"Newton","476","1.00%","91.19%","46","1.34%","8.81%","522","1.02%"
"Oconee","58",".12%","93.55%","4",".12%","6.45%","62",".12%"
"Oglethorpe","60",".13%","92.31%","5",".15%","7.69%","65",".13%"
"Paulding","201",".42%","93.06%","15",".44%","6.94%","216",".42%"
"Peach","95",".20%","98.96%","1",".03%","1.04%","96",".19%"
"Pickens","86",".18%","94.51%","5",".15%","5.49%","91",".18%"
"Pierce","51",".11%","98.08%","1",".03%","1.92%","52",".10%"
"Pike","43",".09%","93.48%","3",".09%","6.52%","46",".09%"
