"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","385",".76%","94.13%","24",".66%","5.87%","409",".75%"
"Appling County","90",".18%","92.78%","7",".19%","7.22%","97",".18%"
"Atkinson County","49",".10%","98.00%","1",".03%","2.00%","50",".09%"
"Bacon County","76",".15%","92.68%","6",".17%","7.32%","82",".15%"
"Baker County","13",".03%","92.86%","1",".03%","7.14%","14",".03%"
"Baldwin County","317",".63%","94.35%","19",".53%","5.65%","336",".62%"
"Banks County","61",".12%","95.31%","3",".08%","4.69%","64",".12%"
"Barrow County","258",".51%","90.85%","26",".72%","9.15%","284",".52%"
"Bartow County","641","1.27%","88.78%","81","2.24%","11.22%","722","1.33%"
"Ben Hill County","251",".50%","96.17%","10",".28%","3.83%","261",".48%"
"Berrien County","94",".19%","94.95%","5",".14%","5.05%","99",".18%"
"Bibb County","1,055","2.08%","95.22%","53","1.47%","4.78%","1,108","2.04%"
"Bleckley County","65",".13%","90.28%","7",".19%","9.72%","72",".13%"
"Brantley County","68",".13%","91.89%","6",".17%","8.11%","74",".14%"
"Brooks County","72",".14%","94.74%","4",".11%","5.26%","76",".14%"
"Bryan County","93",".18%","98.94%","1",".03%","1.06%","94",".17%"
"Bulloch County","499",".99%","92.07%","43","1.19%","7.93%","542","1.00%"
"Burke County","203",".40%","96.67%","7",".19%","3.33%","210",".39%"
"Butts County","158",".31%","95.76%","7",".19%","4.24%","165",".30%"
"Calhoun County","31",".06%","86.11%","5",".14%","13.89%","36",".07%"
"Camden County","176",".35%","93.62%","12",".33%","6.38%","188",".35%"
"Candler County","115",".23%","89.84%","13",".36%","10.16%","128",".24%"
"Carroll County","555","1.10%","92.04%","48","1.33%","7.96%","603","1.11%"
"Catoosa County","350",".69%","91.62%","32",".89%","8.38%","382",".70%"
"Charlton County","63",".12%","94.03%","4",".11%","5.97%","67",".12%"
"Chatham County","2,165","4.28%","96.65%","75","2.08%","3.35%","2,240","4.13%"
"Chattahoochee County","34",".07%","94.44%","2",".06%","5.56%","36",".07%"
"Chattooga County","236",".47%","87.41%","34",".94%","12.59%","270",".50%"
"Cherokee County","489",".97%","92.97%","37","1.02%","7.03%","526",".97%"
"Clarke County","448",".88%","95.52%","21",".58%","4.48%","469",".86%"
"Clay County","35",".07%","94.59%","2",".06%","5.41%","37",".07%"
"Clayton County","1,498","2.96%","92.87%","115","3.19%","7.13%","1,613","2.97%"
"Clinch County","47",".09%","95.92%","2",".06%","4.08%","49",".09%"
"Cobb County","2,589","5.11%","91.42%","243","6.73%","8.58%","2,832","5.22%"
"Coffee County","244",".48%","93.49%","17",".47%","6.51%","261",".48%"
"Colquitt County","242",".48%","93.80%","16",".44%","6.20%","258",".48%"
"Columbia County","391",".77%","92.00%","34",".94%","8.00%","425",".78%"
"Cook County","119",".24%","95.97%","5",".14%","4.03%","124",".23%"
