"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","249",".51%","95.40%","12",".30%","4.60%","261",".49%"
"Appling County","125",".26%","94.70%","7",".18%","5.30%","132",".25%"
"Atkinson County","44",".09%","91.67%","4",".10%","8.33%","48",".09%"
"Bacon County","77",".16%","92.77%","6",".15%","7.23%","83",".16%"
"Baker County","15",".03%","88.24%","2",".05%","11.76%","17",".03%"
"Baldwin County","302",".62%","89.88%","34",".85%","10.12%","336",".64%"
"Banks County","78",".16%","87.64%","11",".28%","12.36%","89",".17%"
"Barrow County","384",".79%","90.35%","41","1.03%","9.65%","425",".80%"
"Bartow County","571","1.17%","88.12%","77","1.94%","11.88%","648","1.23%"
"Ben Hill County","243",".50%","92.05%","21",".53%","7.95%","264",".50%"
"Berrien County","118",".24%","88.72%","15",".38%","11.28%","133",".25%"
"Bibb County","959","1.96%","95.04%","50","1.26%","4.96%","1,009","1.91%"
"Bleckley County","66",".14%","91.67%","6",".15%","8.33%","72",".14%"
"Brantley County","68",".14%","85.00%","12",".30%","15.00%","80",".15%"
"Brooks County","56",".11%","94.92%","3",".08%","5.08%","59",".11%"
"Bryan County","98",".20%","94.23%","6",".15%","5.77%","104",".20%"
"Bulloch County","576","1.18%","93.20%","42","1.06%","6.80%","618","1.17%"
"Burke County","214",".44%","96.40%","8",".20%","3.60%","222",".42%"
"Butts County","152",".31%","91.02%","15",".38%","8.98%","167",".32%"
"Calhoun County","23",".05%","95.83%","1",".03%","4.17%","24",".05%"
"Camden County","183",".37%","90.15%","20",".50%","9.85%","203",".38%"
"Candler County","94",".19%","94.00%","6",".15%","6.00%","100",".19%"
"Carroll County","642","1.31%","91.32%","61","1.53%","8.68%","703","1.33%"
"Catoosa County","360",".74%","83.33%","72","1.81%","16.67%","432",".82%"
"Charlton County","61",".12%","88.41%","8",".20%","11.59%","69",".13%"
"Chatham County","1,410","2.89%","95.14%","72","1.81%","4.86%","1,482","2.81%"
"Chattahoochee County","14",".03%","100.00%","","","","14",".03%"
