"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","186",".40%","94.42%","11",".33%","5.58%","197",".40%"
"Appling County","106",".23%","95.50%","5",".15%","4.50%","111",".22%"
"Atkinson County","45",".10%","88.24%","6",".18%","11.76%","51",".10%"
"Bacon County","74",".16%","96.10%","3",".09%","3.90%","77",".15%"
"Baker County","12",".03%","85.71%","2",".06%","14.29%","14",".03%"
"Baldwin County","278",".60%","92.67%","22",".66%","7.33%","300",".60%"
"Banks County","64",".14%","88.89%","8",".24%","11.11%","72",".14%"
"Barrow County","311",".67%","90.14%","34","1.02%","9.86%","345",".69%"
"Bartow County","576","1.24%","87.94%","79","2.37%","12.06%","655","1.31%"
"Ben Hill County","221",".48%","94.85%","12",".36%","5.15%","233",".47%"
"Berrien County","96",".21%","96.97%","3",".09%","3.03%","99",".20%"
"Bibb County","1,047","2.25%","94.92%","56","1.68%","5.08%","1,103","2.21%"
"Bleckley County","56",".12%","87.50%","8",".24%","12.50%","64",".13%"
"Brantley County","85",".18%","88.54%","11",".33%","11.46%","96",".19%"
"Brooks County","44",".09%","97.78%","1",".03%","2.22%","45",".09%"
"Bryan County","41",".09%","97.62%","1",".03%","2.38%","42",".08%"
"Bulloch County","475","1.02%","93.50%","33",".99%","6.50%","508","1.02%"
"Burke County","212",".46%","94.64%","12",".36%","5.36%","224",".45%"
"Butts County","120",".26%","91.60%","11",".33%","8.40%","131",".26%"
"Calhoun County","23",".05%","85.19%","4",".12%","14.81%","27",".05%"
"Camden County","172",".37%","93.48%","12",".36%","6.52%","184",".37%"
"Candler County","100",".21%","91.74%","9",".27%","8.26%","109",".22%"
"Carroll County","543","1.17%","91.11%","53","1.59%","8.89%","596","1.20%"
"Catoosa County","317",".68%","91.35%","30",".90%","8.65%","347",".70%"
"Charlton County","60",".13%","86.96%","9",".27%","13.04%","69",".14%"
"Chatham County","1,751","3.76%","96.21%","69","2.07%","3.79%","1,820","3.65%"
"Chattahoochee County","19",".04%","100.00%","","","","19",".04%"
"Chattooga County","211",".45%","90.95%","21",".63%","9.05%","232",".47%"
"Cherokee County","522","1.12%","90.47%","55","1.65%","9.53%","577","1.16%"
"Clarke County","502","1.08%","92.79%","39","1.17%","7.21%","541","1.09%"
"Clay County","19",".04%","82.61%","4",".12%","17.39%","23",".05%"
"Clayton County","1,248","2.68%","92.93%","95","2.85%","7.07%","1,343","2.69%"
"Clinch County","41",".09%","89.13%","5",".15%","10.87%","46",".09%"
"Cobb County","2,330","5.01%","92.75%","182","5.47%","7.25%","2,512","5.04%"
"Coffee County","220",".47%","93.22%","16",".48%","6.78%","236",".47%"
"Colquitt County","210",".45%","95.45%","10",".30%","4.55%","220",".44%"
"Columbia County","382",".82%","91.17%","37","1.11%","8.83%","419",".84%"
