"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","216",".45%","93.10%","16",".42%","6.90%","232",".45%"
"Appling County","122",".25%","93.85%","8",".21%","6.15%","130",".25%"
"Atkinson County","46",".10%","93.88%","3",".08%","6.12%","49",".09%"
"Bacon County","83",".17%","91.21%","8",".21%","8.79%","91",".18%"
"Baker County","18",".04%","90.00%","2",".05%","10.00%","20",".04%"
"Baldwin County","311",".65%","92.56%","25",".66%","7.44%","336",".65%"
"Banks County","63",".13%","84.00%","12",".32%","16.00%","75",".15%"
"Barrow County","391",".82%","91.14%","38","1.00%","8.86%","429",".83%"
"Bartow County","563","1.17%","87.42%","81","2.14%","12.58%","644","1.25%"
"Ben Hill County","249",".52%","91.88%","22",".58%","8.12%","271",".52%"
"Berrien County","127",".26%","93.38%","9",".24%","6.62%","136",".26%"
"Bibb County","949","1.98%","95.57%","44","1.16%","4.43%","993","1.92%"
"Bleckley County","58",".12%","93.55%","4",".11%","6.45%","62",".12%"
"Brantley County","67",".14%","84.81%","12",".32%","15.19%","79",".15%"
"Brooks County","56",".12%","98.25%","1",".03%","1.75%","57",".11%"
"Bryan County","78",".16%","93.98%","5",".13%","6.02%","83",".16%"
"Bulloch County","549","1.15%","92.27%","46","1.22%","7.73%","595","1.15%"
"Burke County","212",".44%","96.36%","8",".21%","3.64%","220",".43%"
"Butts County","138",".29%","90.20%","15",".40%","9.80%","153",".30%"
"Calhoun County","23",".05%","95.83%","1",".03%","4.17%","24",".05%"
"Camden County","188",".39%","92.16%","16",".42%","7.84%","204",".39%"
"Candler County","78",".16%","91.76%","7",".19%","8.24%","85",".16%"
"Carroll County","655","1.37%","92.38%","54","1.43%","7.62%","709","1.37%"
"Catoosa County","375",".78%","87.41%","54","1.43%","12.59%","429",".83%"
"Charlton County","62",".13%","88.57%","8",".21%","11.43%","70",".14%"
"Chatham County","1,447","3.02%","95.20%","73","1.93%","4.80%","1,520","2.94%"
"Chattahoochee County","13",".03%","100.00%","","","","13",".03%"
"Chattooga County","158",".33%","92.40%","13",".34%","7.60%","171",".33%"
"Cherokee County","620","1.29%","94.51%","36",".95%","5.49%","656","1.27%"
"Clarke County","511","1.07%","92.91%","39","1.03%","7.09%","550","1.06%"
"Clay County","14",".03%","100.00%","","","","14",".03%"
"Clayton County","1,099","2.29%","93.21%","80","2.11%","6.79%","1,179","2.28%"
"Clinch County","41",".09%","93.18%","3",".08%","6.82%","44",".09%"
"Cobb County","2,142","4.47%","93.21%","156","4.12%","6.79%","2,298","4.44%"
"Coffee County","327",".68%","93.70%","22",".58%","6.30%","349",".67%"
"Colquitt County","221",".46%","96.93%","7",".19%","3.07%","228",".44%"
"Columbia County","468",".98%","90.17%","51","1.35%","9.83%","519","1.00%"
"Cook County","125",".26%","92.59%","10",".26%","7.41%","135",".26%"
"Coweta County","625","1.30%","94.41%","37",".98%","5.59%","662","1.28%"
"Crawford County","24",".05%","92.31%","2",".05%","7.69%","26",".05%"
"Crisp County","390",".81%","92.42%","32",".85%","7.58%","422",".82%"
"Dade County","89",".19%","89.00%","11",".29%","11.00%","100",".19%"
"Dawson County","138",".29%","87.90%","19",".50%","12.10%","157",".30%"
"Decatur County","302",".63%","90.69%","31",".82%","9.31%","333",".64%"
"Dekalb County","2,527","5.27%","95.25%","126","3.33%","4.75%","2,653","5.13%"
"Dodge County","132",".28%","88.59%","17",".45%","11.41%","149",".29%"
"Dooly County","130",".27%","89.66%","15",".40%","10.34%","145",".28%"
"Dougherty County","739","1.54%","95.48%","35",".93%","4.52%","774","1.50%"
"Douglas County","837","1.75%","90.58%","87","2.30%","9.42%","924","1.79%"
"Early County","85",".18%","97.70%","2",".05%","2.30%","87",".17%"
"Echols County","10",".02%","83.33%","2",".05%","16.67%","12",".02%"
"Effingham County","340",".71%","89.01%","42","1.11%","10.99%","382",".74%"
"Elbert County","139",".29%","90.85%","14",".37%","9.15%","153",".30%"
"Emanuel County","210",".44%","93.33%","15",".40%","6.67%","225",".44%"
"Evans County","85",".18%","92.39%","7",".19%","7.61%","92",".18%"
"Fannin County","104",".22%","89.66%","12",".32%","10.34%","116",".22%"
"Fayette County","378",".79%","90.00%","42","1.11%","10.00%","420",".81%"
"Floyd County","899","1.88%","90.08%","99","2.62%","9.92%","998","1.93%"
"Forsyth County","398",".83%","88.64%","51","1.35%","11.36%","449",".87%"
"Franklin County","175",".37%","87.50%","25",".66%","12.50%","200",".39%"
"Fulton County","4,493","9.37%","95.60%","207","5.47%","4.40%","4,700","9.09%"
"Gilmer County","107",".22%","90.68%","11",".29%","9.32%","118",".23%"
"Glascock County","13",".03%","100.00%","","","","13",".03%"
"Glynn County","554","1.16%","94.22%","34",".90%","5.78%","588","1.14%"
