"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","103",".21%","89.57%","12",".32%","10.43%","115",".22%"
"Atkinson","44",".09%","97.78%","1",".03%","2.22%","45",".08%"
"Bacon","51",".10%","94.44%","3",".08%","5.56%","54",".10%"
"Baker","14",".03%","93.33%","1",".03%","6.67%","15",".03%"
"Baldwin
1 2 3 4 5 6 7 8 9","330",".67%","94.02%","21",".56%","5.98%","351",".66%"
"Banks","58",".12%","92.06%","5",".13%","7.94%","63",".12%"
"Barrow","247",".50%","92.16%","21",".56%","7.84%","268",".50%"
"Bartow","614","1.24%","88.60%","79","2.10%","11.40%","693","1.30%"
"Ben Hill","261",".53%","93.88%","17",".45%","6.12%","278",".52%"
"Berrien","90",".18%","96.77%","3",".08%","3.23%","93",".17%"
"Bibb","1,035","2.09%","94.78%","57","1.51%","5.22%","1,092","2.05%"
"Bleckley","80",".16%","86.96%","12",".32%","13.04%","92",".17%"
"Brantley","54",".11%","93.10%","4",".11%","6.90%","58",".11%"
"Brooks","57",".11%","93.44%","4",".11%","6.56%","61",".11%"
"Bryan","91",".18%","93.81%","6",".16%","6.19%","97",".18%"
"Bulloch","471",".95%","91.28%","45","1.19%","8.72%","516",".97%"
"Burke","202",".41%","94.84%","11",".29%","5.16%","213",".40%"
"Butts","157",".32%","95.73%","7",".19%","4.27%","164",".31%"
"Calhoun","32",".06%","88.89%","4",".11%","11.11%","36",".07%"
"Camden","146",".29%","92.41%","12",".32%","7.59%","158",".30%"
"Candler","96",".19%","89.72%","11",".29%","10.28%","107",".20%"
"Carroll","568","1.15%","89.45%","67","1.78%","10.55%","635","1.19%"
"Catoosa","304",".61%","91.02%","30",".80%","8.98%","334",".63%"
"Charlton","57",".11%","91.94%","5",".13%","8.06%","62",".12%"
"Chatham","2,441","4.92%","95.24%","122","3.24%","4.76%","2,563","4.81%"
"Chattahoochee","27",".05%","93.10%","2",".05%","6.90%","29",".05%"
"Chattooga","237",".48%","90.11%","26",".69%","9.89%","263",".49%"
"Cherokee","600","1.21%","90.36%","64","1.70%","9.64%","664","1.24%"
"Clarke","382",".77%","93.40%","27",".72%","6.60%","409",".77%"
"Clay","33",".07%","89.19%","4",".11%","10.81%","37",".07%"
"Clayton","1,569","3.17%","92.40%","129","3.42%","7.60%","1,698","3.18%"
"Clinch","58",".12%","95.08%","3",".08%","4.92%","61",".11%"
"Cobb","2,796","5.64%","90.81%","283","7.51%","9.19%","3,079","5.77%"
"Coffee","243",".49%","92.40%","20",".53%","7.60%","263",".49%"
"Colquitt","294",".59%","95.15%","15",".40%","4.85%","309",".58%"
"Columbia","289",".58%","94.75%","16",".42%","5.25%","305",".57%"
"Cook","140",".28%","95.24%","7",".19%","4.76%","147",".28%"
"Coweta","472",".95%","92.55%","38","1.01%","7.45%","510",".96%"
