"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","100",".21%","93.46%","7",".19%","6.54%","107",".20%"
"Atkinson","42",".09%","95.45%","2",".05%","4.55%","44",".08%"
"Bacon","46",".09%","95.83%","2",".05%","4.17%","48",".09%"
"Baker","12",".02%","92.31%","1",".03%","7.69%","13",".02%"
"Baldwin
1 2 3 4 5 6 7 8 9","295",".61%","92.19%","25",".67%","7.81%","320",".61%"
"Banks","51",".11%","87.93%","7",".19%","12.07%","58",".11%"
"Barrow","260",".54%","92.53%","21",".57%","7.47%","281",".54%"
"Bartow","589","1.21%","88.70%","75","2.02%","11.30%","664","1.27%"
"Ben Hill","262",".54%","94.58%","15",".40%","5.42%","277",".53%"
"Berrien","83",".17%","95.40%","4",".11%","4.60%","87",".17%"
"Bibb","1,012","2.09%","94.93%","54","1.45%","5.07%","1,066","2.04%"
"Bleckley","77",".16%","91.67%","7",".19%","8.33%","84",".16%"
"Brantley","56",".12%","94.92%","3",".08%","5.08%","59",".11%"
"Brooks","57",".12%","95.00%","3",".08%","5.00%","60",".11%"
"Bryan","84",".17%","95.45%","4",".11%","4.55%","88",".17%"
"Bulloch","471",".97%","92.53%","38","1.02%","7.47%","509",".97%"
"Burke","195",".40%","95.59%","9",".24%","4.41%","204",".39%"
"Butts","169",".35%","96.57%","6",".16%","3.43%","175",".33%"
"Calhoun","36",".07%","90.00%","4",".11%","10.00%","40",".08%"
"Camden","152",".31%","91.57%","14",".38%","8.43%","166",".32%"
"Candler","94",".19%","88.68%","12",".32%","11.32%","106",".20%"
"Carroll","599","1.23%","89.81%","68","1.83%","10.19%","667","1.28%"
"Catoosa","293",".60%","90.99%","29",".78%","9.01%","322",".62%"
"Charlton","55",".11%","93.22%","4",".11%","6.78%","59",".11%"
"Chatham","2,434","5.02%","95.08%","126","3.39%","4.92%","2,560","4.90%"
"Chattahoochee","24",".05%","96.00%","1",".03%","4.00%","25",".05%"
"Chattooga","244",".50%","91.73%","22",".59%","8.27%","266",".51%"
"Cherokee","596","1.23%","90.44%","63","1.70%","9.56%","659","1.26%"
"Clarke","412",".85%","93.85%","27",".73%","6.15%","439",".84%"
"Clay","30",".06%","85.71%","5",".13%","14.29%","35",".07%"
"Clayton","1,501","3.09%","92.09%","129","3.47%","7.91%","1,630","3.12%"
"Clinch","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"Cobb","2,654","5.47%","90.30%","285","7.67%","9.70%","2,939","5.63%"
"Coffee","248",".51%","91.85%","22",".59%","8.15%","270",".52%"
"Colquitt","284",".59%","95.30%","14",".38%","4.70%","298",".57%"
"Columbia","276",".57%","94.20%","17",".46%","5.80%","293",".56%"
"Cook","132",".27%","95.65%","6",".16%","4.35%","138",".26%"
"Coweta","474",".98%","91.33%","45","1.21%","8.67%","519",".99%"
"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Crawford","24",".05%","96.00%","1",".03%","4.00%","25",".05%"
"Crisp","272",".56%","92.52%","22",".59%","7.48%","294",".56%"
"Dade","123",".25%","97.62%","3",".08%","2.38%","126",".24%"
"Dawson","111",".23%","90.98%","11",".30%","9.02%","122",".23%"
"Decatur","345",".71%","92.25%","29",".78%","7.75%","374",".72%"
"Dekalb","2,883","5.94%","94.80%","158","4.25%","5.20%","3,041","5.82%"
"Dodge","144",".30%","91.72%","13",".35%","8.28%","157",".30%"
"Dooly","103",".21%","93.64%","7",".19%","6.36%","110",".21%"
