"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","89",".18%","91.75%","8",".24%","8.25%","97",".19%"
"Atkinson","41",".08%","93.18%","3",".09%","6.82%","44",".08%"
"Bacon","59",".12%","98.33%","1",".03%","1.67%","60",".12%"
"Baker","9",".02%","100.00%","","","","9",".02%"
"Baldwin","341",".70%","93.68%","23",".68%","6.32%","364",".70%"
"Banks","72",".15%","88.89%","9",".27%","11.11%","81",".16%"
"Barrow","256",".53%","94.46%","15",".44%","5.54%","271",".52%"
"Bartow","571","1.18%","88.94%","71","2.10%","11.06%","642","1.24%"
"Ben Hill","247",".51%","92.16%","21",".62%","7.84%","268",".52%"
"Berrien","96",".20%","88.07%","13",".38%","11.93%","109",".21%"
"Bibb","1,009","2.08%","95.37%","49","1.45%","4.63%","1,058","2.04%"
"Bleckley","84",".17%","88.42%","11",".33%","11.58%","95",".18%"
"Brantley","52",".11%","91.23%","5",".15%","8.77%","57",".11%"
"Brooks","70",".14%","98.59%","1",".03%","1.41%","71",".14%"
"Bryan","93",".19%","94.90%","5",".15%","5.10%","98",".19%"
"Bulloch","469",".97%","94.18%","29",".86%","5.82%","498",".96%"
"Burke","209",".43%","95.00%","11",".33%","5.00%","220",".42%"
"Butts","148",".31%","95.48%","7",".21%","4.52%","155",".30%"
"Calhoun","46",".10%","92.00%","4",".12%","8.00%","50",".10%"
"Camden","145",".30%","94.16%","9",".27%","5.84%","154",".30%"
"Candler","88",".18%","95.65%","4",".12%","4.35%","92",".18%"
"Carroll","559","1.15%","91.49%","52","1.54%","8.51%","611","1.18%"
"Catoosa","277",".57%","91.42%","26",".77%","8.58%","303",".59%"
"Charlton","61",".13%","96.83%","2",".06%","3.17%","63",".12%"
"Chatham","2,281","4.71%","94.88%","123","3.63%","5.12%","2,404","4.64%"
"Chattahoochee","19",".04%","95.00%","1",".03%","5.00%","20",".04%"
"Chattooga","243",".50%","89.34%","29",".86%","10.66%","272",".53%"
"Cherokee","521","1.08%","90.77%","53","1.57%","9.23%","574","1.11%"
"Clarke","451",".93%","94.75%","25",".74%","5.25%","476",".92%"
"Clay","23",".05%","88.46%","3",".09%","11.54%","26",".05%"
"Clayton","1,512","3.12%","92.42%","124","3.66%","7.58%","1,636","3.16%"
"Clinch","47",".10%","95.92%","2",".06%","4.08%","49",".09%"
"Cobb","2,629","5.43%","91.00%","260","7.68%","9.00%","2,889","5.58%"
"Coffee","229",".47%","94.24%","14",".41%","5.76%","243",".47%"
"Colquitt","304",".63%","95.30%","15",".44%","4.70%","319",".62%"
"Columbia","289",".60%","92.63%","23",".68%","7.37%","312",".60%"
"Cook","134",".28%","93.06%","10",".30%","6.94%","144",".28%"
"Coweta","568","1.17%","92.21%","48","1.42%","7.79%","616","1.19%"
"Crawford","22",".05%","84.62%","4",".12%","15.38%","26",".05%"
"Crisp","277",".57%","92.64%","22",".65%","7.36%","299",".58%"
"Dade","142",".29%","94.04%","9",".27%","5.96%","151",".29%"
"Dawson","86",".18%","90.53%","9",".27%","9.47%","95",".18%"
"Decatur","308",".64%","93.62%","21",".62%","6.38%","329",".64%"
"Dekalb","2,949","6.09%","95.25%","147","4.34%","4.75%","3,096","5.98%"
"Dodge","156",".32%","93.98%","10",".30%","6.02%","166",".32%"
"Dooly","108",".22%","93.91%","7",".21%","6.09%","115",".22%"
"Dougherty","974","2.01%","94.29%","59","1.74%","5.71%","1,033","1.99%"
"Douglas","1,105","2.28%","89.98%","123","3.63%","10.02%","1,228","2.37%"
"Early","74",".15%","100.00%","","","","74",".14%"
"Echols","10",".02%","100.00%","","","","10",".02%"
"Effingham","147",".30%","90.74%","15",".44%","9.26%","162",".31%"
"Elbert","146",".30%","93.59%","10",".30%","6.41%","156",".30%"
"Emanuel","151",".31%","95.57%","7",".21%","4.43%","158",".31%"
"Evans","89",".18%","98.89%","1",".03%","1.11%","90",".17%"
"Fannin","97",".20%","92.38%","8",".24%","7.62%","105",".20%"
"Fayette","288",".59%","91.72%","26",".77%","8.28%","314",".61%"
