"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Lanier","48",".10%","97.96%","1",".03%","2.04%","49",".09%"
"Laurens","308",".63%","94.19%","19",".52%","5.81%","327",".62%"
"Lee","63",".13%","95.45%","3",".08%","4.55%","66",".13%"
"Liberty","297",".61%","93.10%","22",".60%","6.90%","319",".61%"
"Lincoln","26",".05%","100.00%","","","","26",".05%"
"Long","69",".14%","94.52%","4",".11%","5.48%","73",".14%"
"Lowndes","528","1.08%","93.95%","34",".92%","6.05%","562","1.07%"
"Lumpkin","99",".20%","89.19%","12",".33%","10.81%","111",".21%"
"Macon","72",".15%","97.30%","2",".05%","2.70%","74",".14%"
"Madison","112",".23%","91.06%","11",".30%","8.94%","123",".23%"
"Marion","46",".09%","93.88%","3",".08%","6.12%","49",".09%"
"Mcduffie","186",".38%","94.90%","10",".27%","5.10%","196",".37%"
"Mcintosh","61",".12%","100.00%","","","","61",".12%"
"Meriwether","234",".48%","97.10%","7",".19%","2.90%","241",".46%"
"Miller","30",".06%","96.77%","1",".03%","3.23%","31",".06%"
"Mitchell","194",".40%","92.38%","16",".44%","7.62%","210",".40%"
"Monroe","144",".29%","88.89%","18",".49%","11.11%","162",".31%"
"Montgomery","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"Morgan","165",".34%","93.22%","12",".33%","6.78%","177",".34%"
"Murray","177",".36%","92.19%","15",".41%","7.81%","192",".37%"
"Muscogee","1,536","3.14%","94.99%","81","2.20%","5.01%","1,617","3.08%"
"Newton","622","1.27%","92.01%","54","1.47%","7.99%","676","1.29%"
"Oconee","54",".11%","94.74%","3",".08%","5.26%","57",".11%"
"Oglethorpe","50",".10%","100.00%","","","","50",".10%"
"Paulding","262",".54%","93.24%","19",".52%","6.76%","281",".53%"
"Peach","86",".18%","96.63%","3",".08%","3.37%","89",".17%"
"Pickens","82",".17%","86.32%","13",".35%","13.68%","95",".18%"
"Pierce","61",".12%","95.31%","3",".08%","4.69%","64",".12%"
"Pike","55",".11%","93.22%","4",".11%","6.78%","59",".11%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Polk","151",".31%","91.52%","14",".38%","8.48%","165",".31%"
"Pulaski","81",".17%","96.43%","3",".08%","3.57%","84",".16%"
"Putnam","153",".31%","95.03%","8",".22%","4.97%","161",".31%"
"Quitman","19",".04%","90.48%","2",".05%","9.52%","21",".04%"
"Rabun","47",".10%","83.93%","9",".24%","16.07%","56",".11%"
"Randolph","69",".14%","95.83%","3",".08%","4.17%","72",".14%"
"Richmond","1,713","3.50%","94.07%","108","2.94%","5.93%","1,821","3.46%"
"Rockdale","466",".95%","90.66%","48","1.31%","9.34%","514",".98%"
"Schley","21",".04%","95.45%","1",".03%","4.55%","22",".04%"
"Screven","123",".25%","93.89%","8",".22%","6.11%","131",".25%"
"Seminole","54",".11%","85.71%","9",".24%","14.29%","63",".12%"
"Spalding","562","1.15%","89.78%","64","1.74%","10.22%","626","1.19%"
"Stephens","190",".39%","92.68%","15",".41%","7.32%","205",".39%"
"Stewart","28",".06%","93.33%","2",".05%","6.67%","30",".06%"
"Sumter","215",".44%","94.71%","12",".33%","5.29%","227",".43%"
"Talbot","61",".12%","96.83%","2",".05%","3.17%","63",".12%"
"Taliaferro","25",".05%","86.21%","4",".11%","13.79%","29",".06%"
"Tattnall","186",".38%","93.00%","14",".38%","7.00%","200",".38%"
"Taylor","89",".18%","91.75%","8",".22%","8.25%","97",".18%"
"Telfair","108",".22%","88.52%","14",".38%","11.48%","122",".23%"
"Terrell","73",".15%","97.33%","2",".05%","2.67%","75",".14%"
"Thomas","252",".52%","94.03%","16",".44%","5.97%","268",".51%"
"Tift","292",".60%","95.74%","13",".35%","4.26%","305",".58%"
"Toombs","326",".67%","91.57%","30",".82%","8.43%","356",".68%"
"Towns","53",".11%","82.81%","11",".30%","17.19%","64",".12%"
"Treutlen","67",".14%","94.37%","4",".11%","5.63%","71",".14%"
"Troup","653","1.34%","91.46%","61","1.66%","8.54%","714","1.36%"
"Turner","74",".15%","93.67%","5",".14%","6.33%","79",".15%"
"Twiggs","59",".12%","93.65%","4",".11%","6.35%","63",".12%"
"Union","82",".17%","85.42%","14",".38%","14.58%","96",".18%"
"Upson","182",".37%","90.10%","20",".54%","9.90%","202",".38%"
"Walker","422",".86%","91.54%","39","1.06%","8.46%","461",".88%"
"Walton","418",".86%","90.09%","46","1.25%","9.91%","464",".88%"
"Ware","298",".61%","92.83%","23",".63%","7.17%","321",".61%"
"Warren","39",".08%","92.86%","3",".08%","7.14%","42",".08%"
"Washington","145",".30%","90.63%","15",".41%","9.38%","160",".30%"
"Wayne","151",".31%","90.42%","16",".44%","9.58%","167",".32%"
"Webster","6",".01%","100.00%","","","","6",".01%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Wheeler","34",".07%","87.18%","5",".14%","12.82%","39",".07%"
"White","104",".21%","92.04%","9",".24%","7.96%","113",".21%"
"Whitfield","582","1.19%","87.65%","82","2.23%","12.35%","664","1.26%"
"Wilcox","54",".11%","88.52%","7",".19%","11.48%","61",".12%"
"Wilkes","76",".16%","96.20%","3",".08%","3.80%","79",".15%"
"Wilkinson","45",".09%","93.75%","3",".08%","6.25%","48",".09%"
"Worth","110",".23%","94.02%","7",".19%","5.98%","117",".22%"
"Total Rported","48,884","100%","93%","3,676","100%","6.99%","52,566","100%"
