"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","100",".20%","92.59%","8",".22%","7.41%","108",".20%"
"Atkinson","45",".09%","95.74%","2",".05%","4.26%","47",".09%"
"Bacon","48",".10%","96.00%","2",".05%","4.00%","50",".09%"
"Baker","10",".02%","90.91%","1",".03%","9.09%","11",".02%"
"Baldwin
1 2 3 4 5 6 7 8 9","297",".61%","92.81%","23",".63%","7.19%","320",".61%"
"Banks","56",".11%","91.80%","5",".14%","8.20%","61",".12%"
"Barrow","270",".55%","92.78%","21",".57%","7.22%","291",".55%"
"Bartow","601","1.23%","88.64%","77","2.09%","11.36%","678","1.29%"
"Ben Hill","255",".52%","94.80%","14",".38%","5.20%","269",".51%"
"Berrien","84",".17%","96.55%","3",".08%","3.45%","87",".17%"
"Bibb","1,038","2.12%","95.49%","49","1.33%","4.51%","1,087","2.06%"
"Bleckley","81",".17%","92.05%","7",".19%","7.95%","88",".17%"
"Brantley","56",".11%","94.92%","3",".08%","5.08%","59",".11%"
"Brooks","57",".12%","95.00%","3",".08%","5.00%","60",".11%"
"Bryan","96",".20%","95.05%","5",".14%","4.95%","101",".19%"
"Bulloch","484",".99%","92.19%","41","1.11%","7.81%","525","1.00%"
"Burke","196",".40%","95.15%","10",".27%","4.85%","206",".39%"
"Butts","169",".34%","96.02%","7",".19%","3.98%","176",".33%"
"Calhoun","36",".07%","90.00%","4",".11%","10.00%","40",".08%"
"Camden","155",".32%","91.72%","14",".38%","8.28%","169",".32%"
"Candler","88",".18%","86.27%","14",".38%","13.73%","102",".19%"
"Carroll","598","1.22%","89.39%","71","1.93%","10.61%","669","1.27%"
"Catoosa","295",".60%","90.77%","30",".82%","9.23%","325",".62%"
"Charlton","56",".11%","93.33%","4",".11%","6.67%","60",".11%"
"Chatham","2,442","4.98%","95.13%","125","3.40%","4.87%","2,567","4.87%"
"Chattahoochee","23",".05%","88.46%","3",".08%","11.54%","26",".05%"
"Chattooga","248",".51%","90.84%","25",".68%","9.16%","273",".52%"
"Cherokee","617","1.26%","91.00%","61","1.66%","9.00%","678","1.29%"
"Clarke","406",".83%","93.98%","26",".71%","6.02%","432",".82%"
"Clay","29",".06%","87.88%","4",".11%","12.12%","33",".06%"
"Clayton","1,540","3.14%","92.72%","121","3.29%","7.28%","1,661","3.15%"
"Clinch","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"Cobb","2,672","5.45%","90.61%","277","7.53%","9.39%","2,949","5.59%"
"Coffee","254",".52%","92.70%","20",".54%","7.30%","274",".52%"
"Colquitt","281",".57%","95.58%","13",".35%","4.42%","294",".56%"
"Columbia","275",".56%","94.50%","16",".43%","5.50%","291",".55%"
"Cook","132",".27%","96.35%","5",".14%","3.65%","137",".26%"
"Coweta","488",".99%","91.90%","43","1.17%","8.10%","531","1.01%"
