"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","51",".10%","86.44%","8",".22%","13.56%","59",".11%"
"115
Polk County","166",".32%","95.95%","7",".19%","4.05%","173",".32%"
"116
Pulaski County","53",".10%","92.98%","4",".11%","7.02%","57",".10%"
"117
Putnam County","177",".35%","90.77%","18",".50%","9.23%","195",".36%"
"118
Quitman County","20",".04%","100.00%","","","","20",".04%"
"119
Rabun County","50",".10%","86.21%","8",".22%","13.79%","58",".11%"
"120
Randolph County","78",".15%","97.50%","2",".06%","2.50%","80",".15%"
"121
Richmond County","1,888","3.70%","94.12%","118","3.25%","5.88%","2,006","3.67%"
"122
Rockdale County","446",".87%","94.29%","27",".74%","5.71%","473",".86%"
"123
Schley County","18",".04%","94.74%","1",".03%","5.26%","19",".03%"
"124
Screven County","148",".29%","96.10%","6",".17%","3.90%","154",".28%"
"125
Seminole County","72",".14%","90.00%","8",".22%","10.00%","80",".15%"
"126
Spalding County","516","1.01%","93.65%","35",".96%","6.35%","551","1.01%"
"127
Stephens County","168",".33%","92.31%","14",".39%","7.69%","182",".33%"
"128
Stewart County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"129
Sumter County","221",".43%","94.44%","13",".36%","5.56%","234",".43%"
"130
Talbot County","49",".10%","94.23%","3",".08%","5.77%","52",".10%"
"131
Taliaferro County","25",".05%","83.33%","5",".14%","16.67%","30",".05%"
"132
Tattnall County","197",".39%","92.06%","17",".47%","7.94%","214",".39%"
"133
Taylor County","69",".14%","93.24%","5",".14%","6.76%","74",".14%"
"134
Telfair County","90",".18%","92.78%","7",".19%","7.22%","97",".18%"
"135
Terrell County","84",".16%","97.67%","2",".06%","2.33%","86",".16%"
"136
Thomas County","227",".44%","93.42%","16",".44%","6.58%","243",".44%"
"137
Tift County","330",".65%","96.49%","12",".33%","3.51%","342",".63%"
"138
Toombs County","345",".68%","92.00%","30",".83%","8.00%","375",".69%"
"139
Towns County","41",".08%","95.35%","2",".06%","4.65%","43",".08%"
"140
Treutlen County","84",".16%","95.45%","4",".11%","4.55%","88",".16%"
"141
Troup County","608","1.19%","91.84%","54","1.49%","8.16%","662","1.21%"
"142
Turner County","64",".13%","94.12%","4",".11%","5.88%","68",".12%"
"143
Twiggs County","65",".13%","94.20%","4",".11%","5.80%","69",".13%"
"144
Union County","72",".14%","84.71%","13",".36%","15.29%","85",".16%"
"145
Upson County","185",".36%","95.36%","9",".25%","4.64%","194",".35%"
"146
Walker County","387",".76%","90.00%","43","1.18%","10.00%","430",".79%"
"147
Walton County","500",".98%","89.29%","60","1.65%","10.71%","560","1.02%"
"148
Ware County","354",".69%","93.90%","23",".63%","6.10%","377",".69%"
"149
Warren County","48",".09%","97.96%","1",".03%","2.04%","49",".09%"
"150
Washington County","196",".38%","90.74%","20",".55%","9.26%","216",".39%"
"151
Wayne County","144",".28%","91.72%","13",".36%","8.28%","157",".29%"
