"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","653","1.28%","92.62%","52","1.32%","7.38%","705","1.28%"
"039
Crawford County","26",".05%","96.30%","1",".03%","3.70%","27",".05%"
"040
Crisp County","294",".58%","93.33%","21",".53%","6.67%","315",".57%"
"041
Dade County","110",".22%","94.02%","7",".18%","5.98%","117",".21%"
"042
Dawson County","87",".17%","87.88%","12",".31%","12.12%","99",".18%"
"043
Decatur County","221",".43%","95.67%","10",".25%","4.33%","231",".42%"
"044
Dekalb County","3,033","5.95%","95.26%","151","3.84%","4.74%","3,184","5.80%"
"045
Dodge County","161",".32%","93.60%","11",".28%","6.40%","172",".31%"
"046
Dooly County","104",".20%","91.23%","10",".25%","8.77%","114",".21%"
"047
Dougherty County","860","1.69%","94.30%","52","1.32%","5.70%","912","1.66%"
"048
Douglas County","1,031","2.02%","90.84%","104","2.64%","9.16%","1,135","2.07%"
"049
Early County","88",".17%","96.70%","3",".08%","3.30%","91",".17%"
"050
Echols County","13",".03%","92.86%","1",".03%","7.14%","14",".03%"
"051
Effingham County","245",".48%","92.80%","19",".48%","7.20%","264",".48%"
"052
Elbert County","149",".29%","93.13%","11",".28%","6.88%","160",".29%"
"053
Emanuel County","166",".33%","89.25%","20",".51%","10.75%","186",".34%"
"054
Evans County","82",".16%","95.35%","4",".10%","4.65%","86",".16%"
"055
Fannin County","105",".21%","86.78%","16",".41%","13.22%","121",".22%"
"056
Fayette County","344",".68%","90.29%","37",".94%","9.71%","381",".69%"
"057
Floyd County","867","1.70%","88.83%","109","2.77%","11.17%","976","1.78%"
"058
Forsyth County","343",".67%","91.22%","33",".84%","8.78%","376",".69%"
"059
Franklin County","173",".34%","90.10%","19",".48%","9.90%","192",".35%"
"060
Fulton County","4,996","9.81%","95.98%","209","5.31%","4.02%","5,205","9.49%"
"061
Gilmer County","102",".20%","94.44%","6",".15%","5.56%","108",".20%"
"062
Glascock County","9",".02%","100.00%","","","","9",".02%"
"063
Glynn County","571","1.12%","95.33%","28",".71%","4.67%","599","1.09%"
"064
Gordon County","373",".73%","88.81%","47","1.20%","11.19%","420",".77%"
"065
Grady County","140",".27%","97.90%","3",".08%","2.10%","143",".26%"
"066
Greene County","125",".25%","94.70%","7",".18%","5.30%","132",".24%"
"067
Gwinnett County","2,715","5.33%","93.14%","200","5.09%","6.86%","2,915","5.31%"
"068
Habersham County","134",".26%","88.74%","17",".43%","11.26%","151",".28%"
"069
Hall County","723","1.42%","91.63%","66","1.68%","8.37%","789","1.44%"
"070
Hancock County","37",".07%","94.87%","2",".05%","5.13%","39",".07%"
"071
Haralson County","99",".19%","89.19%","12",".31%","10.81%","111",".20%"
"072
Harris County","129",".25%","93.48%","9",".23%","6.52%","138",".25%"
"073
Hart County","184",".36%","91.54%","17",".43%","8.46%","201",".37%"
"074
Heard County","46",".09%","90.20%","5",".13%","9.80%","51",".09%"
"075
Henry County","617","1.21%","90.34%","66","1.68%","9.66%","683","1.24%"
