"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"115
Polk","149",".30%","94.90%","8",".21%","5.10%","157",".29%"
"116
Pulaski","84",".17%","85.71%","14",".37%","14.29%","98",".18%"
"117
Putnam","139",".28%","94.56%","8",".21%","5.44%","147",".27%"
"118
Quitman","17",".03%","89.47%","2",".05%","10.53%","19",".04%"
"119
Rabun","51",".10%","82.26%","11",".29%","17.74%","62",".12%"
"120
Randolph","50",".10%","90.91%","5",".13%","9.09%","55",".10%"
"121
Richmond","1,751","3.49%","94.09%","110","2.94%","5.91%","1,861","3.46%"
"122
Rockdale","460",".92%","89.84%","52","1.39%","10.16%","512",".95%"
"123
Schley","26",".05%","96.30%","1",".03%","3.70%","27",".05%"
"124
Screven","124",".25%","91.85%","11",".29%","8.15%","135",".25%"
"125
Seminole","65",".13%","87.84%","9",".24%","12.16%","74",".14%"
"126
Spalding","607","1.21%","91.42%","57","1.53%","8.58%","664","1.23%"
"127
Stephens","175",".35%","89.74%","20",".54%","10.26%","195",".36%"
"128
Stewart","34",".07%","91.89%","3",".08%","8.11%","37",".07%"
"129
Sumter","258",".51%","96.27%","10",".27%","3.73%","268",".50%"
"130
Talbot","63",".13%","95.45%","3",".08%","4.55%","66",".12%"
"131
Taliaferro","22",".04%","91.67%","2",".05%","8.33%","24",".04%"
"132
Tattnall","184",".37%","94.85%","10",".27%","5.15%","194",".36%"
"133
Taylor","89",".18%","92.71%","7",".19%","7.29%","96",".18%"
"134
Telfair","109",".22%","90.08%","12",".32%","9.92%","121",".22%"
"135
Terrell","77",".15%","97.47%","2",".05%","2.53%","79",".15%"
"136
Thomas","275",".55%","91.67%","25",".67%","8.33%","300",".56%"
"137
Tift","315",".63%","95.45%","15",".40%","4.55%","330",".61%"
"138
Toombs","313",".62%","92.06%","27",".72%","7.94%","340",".63%"
"139
Towns","49",".10%","90.74%","5",".13%","9.26%","54",".10%"
"140
Treutlen","88",".18%","96.70%","3",".08%","3.30%","91",".17%"
"141
Troup","683","1.36%","91.80%","61","1.63%","8.20%","744","1.38%"
"142
Turner","76",".15%","100.00%","","","","76",".14%"
"143
Twiggs","63",".13%","85.14%","11",".29%","14.86%","74",".14%"
"144
Union","78",".16%","85.71%","13",".35%","14.29%","91",".17%"
"145
Upson","221",".44%","90.95%","22",".59%","9.05%","243",".45%"
"146
Walker","431",".86%","88.87%","54","1.45%","11.13%","485",".90%"
"147
Walton","454",".91%","91.72%","41","1.10%","8.28%","495",".92%"
"148
Ware","332",".66%","95.40%","16",".43%","4.60%","348",".65%"
"149
Warren","46",".09%","93.88%","3",".08%","6.12%","49",".09%"
"150
Washington","125",".25%","92.59%","10",".27%","7.41%","135",".25%"
"151
Wayne","177",".35%","92.67%","14",".37%","7.33%","191",".35%"
"152
Webster","7",".01%","87.50%","1",".03%","12.50%","8",".01%"
