"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000 
Unknown","213",".45%","93.83%","14",".38%","6.17%","227",".45%"
"001 
Appling County","117",".25%","95.90%","5",".14%","4.10%","122",".24%"
"002 
Atkinson County","46",".10%","97.87%","1",".03%","2.13%","47",".09%"
"003 
Bacon County","77",".16%","92.77%","6",".16%","7.23%","83",".16%"
"004 
Baker County","16",".03%","88.89%","2",".05%","11.11%","18",".04%"
"005 
Baldwin County","287",".61%","92.88%","22",".60%","7.12%","309",".61%"
"006 
Banks County","50",".11%","83.33%","10",".27%","16.67%","60",".12%"
"007 
Barrow County","366",".78%","89.27%","44","1.20%","10.73%","410",".81%"
"008 
Bartow County","586","1.25%","87.46%","84","2.28%","12.54%","670","1.32%"
"009 
Ben Hill County","251",".53%","92.96%","19",".52%","7.04%","270",".53%"
"010 
Berrien County","109",".23%","93.16%","8",".22%","6.84%","117",".23%"
"011 
Bibb County","948","2.02%","95.28%","47","1.28%","4.72%","995","1.96%"
"012 
Bleckley County","62",".13%","92.54%","5",".14%","7.46%","67",".13%"
"013 
Brantley County","78",".17%","85.71%","13",".35%","14.29%","91",".18%"
"014 
Brooks County","53",".11%","98.15%","1",".03%","1.85%","54",".11%"
"015 
Bryan County","67",".14%","95.71%","3",".08%","4.29%","70",".14%"
"016 
Bulloch County","515","1.10%","92.63%","41","1.12%","7.37%","556","1.10%"
"017 
Burke County","218",".46%","96.04%","9",".24%","3.96%","227",".45%"
"018 
Butts County","143",".30%","92.26%","12",".33%","7.74%","155",".31%"
"019 
Calhoun County","27",".06%","87.10%","4",".11%","12.90%","31",".06%"
"020 
Camden County","181",".39%","93.30%","13",".35%","6.70%","194",".38%"
"021 
Candler County","78",".17%","90.70%","8",".22%","9.30%","86",".17%"
"022 
Carroll County","642","1.37%","92.24%","54","1.47%","7.76%","696","1.37%"
"023 
Catoosa County","366",".78%","87.14%","54","1.47%","12.86%","420",".83%"
"024 
Charlton County","67",".14%","90.54%","7",".19%","9.46%","74",".15%"
"025 
Chatham County","1,506","3.20%","95.56%","70","1.90%","4.44%","1,576","3.11%"
"026 
Chattahoochee County","17",".04%","94.44%","1",".03%","5.56%","18",".04%"
"027 
Chattooga County","157",".33%","92.90%","12",".33%","7.10%","169",".33%"
"028 
Cherokee County","594","1.26%","92.52%","48","1.31%","7.48%","642","1.27%"
"029 
Clarke County","502","1.07%","94.36%","30",".82%","5.64%","532","1.05%"
"030 
Clay County","12",".03%","85.71%","2",".05%","14.29%","14",".03%"
"031 
Clayton County","1,073","2.28%","93.06%","80","2.18%","6.94%","1,153","2.28%"
"032 
Clinch County","43",".09%","95.56%","2",".05%","4.44%","45",".09%"
"033 
Cobb County","2,165","4.61%","93.24%","157","4.27%","6.76%","2,322","4.58%"
"034 
Coffee County","302",".64%","94.08%","19",".52%","5.92%","321",".63%"
"035 
Colquitt County","228",".49%","94.61%","13",".35%","5.39%","241",".48%"
"036 
Columbia County","443",".94%","90.78%","45","1.22%","9.22%","488",".96%"
"037 
Cook County","123",".26%","93.89%","8",".22%","6.11%","131",".26%"
