"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","2,502","5.01%","92.19%","212","5.92%","7.81%","2,714","5.07%"
"001
Appling County","94",".19%","91.26%","9",".25%","8.74%","103",".19%"
"002
Atkinson County","55",".11%","91.67%","5",".14%","8.33%","60",".11%"
"003
Bacon County","84",".17%","93.33%","6",".17%","6.67%","90",".17%"
"004
Baker County","13",".03%","86.67%","2",".06%","13.33%","15",".03%"
"005
Baldwin County","286",".57%","93.46%","20",".56%","6.54%","306",".57%"
"006
Banks County","65",".13%","90.28%","7",".20%","9.72%","72",".13%"
"007
Barrow County","262",".52%","92.25%","22",".61%","7.75%","284",".53%"
"008
Bartow County","597","1.19%","85.78%","99","2.76%","14.22%","696","1.30%"
"009
Ben Hill County","250",".50%","93.63%","17",".47%","6.37%","267",".50%"
"010
Berrien County","72",".14%","94.74%","4",".11%","5.26%","76",".14%"
"011
Bibb County","1,006","2.01%","95.09%","52","1.45%","4.91%","1,058","1.98%"
"012
Bleckley County","53",".11%","92.98%","4",".11%","7.02%","57",".11%"
"013
Brantley County","57",".11%","95.00%","3",".08%","5.00%","60",".11%"
"014
Brooks County","68",".14%","95.77%","3",".08%","4.23%","71",".13%"
"015
Bryan County","81",".16%","97.59%","2",".06%","2.41%","83",".15%"
"016
Bulloch County","505","1.01%","93.87%","33",".92%","6.13%","538","1.00%"
"017
Burke County","203",".41%","96.67%","7",".20%","3.33%","210",".39%"
"018
Butts County","140",".28%","95.89%","6",".17%","4.11%","146",".27%"
"019
Calhoun County","28",".06%","90.32%","3",".08%","9.68%","31",".06%"
"020
Camden County","188",".38%","94.95%","10",".28%","5.05%","198",".37%"
"021
Candler County","120",".24%","89.55%","14",".39%","10.45%","134",".25%"
"022
Carroll County","491",".98%","90.76%","50","1.40%","9.24%","541","1.01%"
"023
Catoosa County","330",".66%","91.41%","31",".87%","8.59%","361",".67%"
"024
Charlton County","68",".14%","94.44%","4",".11%","5.56%","72",".13%"
"025
Chatham County","1,928","3.86%","96.64%","67","1.87%","3.36%","1,995","3.72%"
"026
Chattahoochee County","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"027
Chattooga County","238",".48%","91.19%","23",".64%","8.81%","261",".49%"
"028
Cherokee County","537","1.07%","91.64%","49","1.37%","8.36%","586","1.09%"
"029
Clarke County","425",".85%","94.87%","23",".64%","5.13%","448",".84%"
"030
Clay County","22",".04%","84.62%","4",".11%","15.38%","26",".05%"
"031
Clayton County","1,423","2.85%","93.74%","95","2.65%","6.26%","1,518","2.83%"
"032
Clinch County","46",".09%","90.20%","5",".14%","9.80%","51",".10%"
"033
Cobb County","2,463","4.93%","91.19%","238","6.65%","8.81%","2,701","5.04%"
"034
Coffee County","240",".48%","96.39%","9",".25%","3.61%","249",".46%"
"035
Colquitt County","222",".44%","95.69%","10",".28%","4.31%","232",".43%"
"036
Columbia County","389",".78%","89.43%","46","1.28%","10.57%","435",".81%"
"037
Cook County","123",".25%","97.62%","3",".08%","2.38%","126",".24%"
