"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","94",".19%","95.92%","4",".11%","4.08%","98",".18%"
"Atkinson","46",".09%","93.88%","3",".08%","6.12%","49",".09%"
"Bacon","59",".12%","96.72%","2",".06%","3.28%","61",".11%"
"Baker","9",".02%","100.00%","","","","9",".02%"
"Baldwin","370",".74%","94.87%","20",".56%","5.13%","390",".73%"
"Banks","60",".12%","90.91%","6",".17%","9.09%","66",".12%"
"Barrow","275",".55%","93.22%","20",".56%","6.78%","295",".55%"
"Bartow","608","1.22%","87.99%","83","2.31%","12.01%","691","1.29%"
"Ben Hill","265",".53%","92.98%","20",".56%","7.02%","285",".53%"
"Berrien","89",".18%","88.12%","12",".33%","11.88%","101",".19%"
"Bibb","1,077","2.16%","95.48%","51","1.42%","4.52%","1,128","2.11%"
"Bleckley","81",".16%","85.26%","14",".39%","14.74%","95",".18%"
"Brantley","52",".10%","91.23%","5",".14%","8.77%","57",".11%"
"Brooks","66",".13%","95.65%","3",".08%","4.35%","69",".13%"
"Bryan","106",".21%","96.36%","4",".11%","3.64%","110",".21%"
"Bulloch","470",".94%","94.00%","30",".83%","6.00%","500",".94%"
"Burke","223",".45%","95.71%","10",".28%","4.29%","233",".44%"
"Butts","137",".27%","94.48%","8",".22%","5.52%","145",".27%"
"Calhoun","42",".08%","93.33%","3",".08%","6.67%","45",".08%"
"Camden","140",".28%","93.33%","10",".28%","6.67%","150",".28%"
"Candler","90",".18%","90.91%","9",".25%","9.09%","99",".19%"
"Carroll","582","1.17%","91.65%","53","1.47%","8.35%","635","1.19%"
"Catoosa","274",".55%","89.84%","31",".86%","10.16%","305",".57%"
"Charlton","59",".12%","95.16%","3",".08%","4.84%","62",".12%"
"Chatham","2,415","4.84%","95.00%","127","3.53%","5.00%","2,542","4.75%"
"Chattahoochee","28",".06%","90.32%","3",".08%","9.68%","31",".06%"
"Chattooga","244",".49%","91.04%","24",".67%","8.96%","268",".50%"
"Cherokee","560","1.12%","90.32%","60","1.67%","9.68%","620","1.16%"
"Clarke","435",".87%","94.36%","26",".72%","5.64%","461",".86%"
"Clay","26",".05%","89.66%","3",".08%","10.34%","29",".05%"
"Clayton","1,483","2.97%","93.04%","111","3.09%","6.96%","1,594","2.98%"
"Clinch","48",".10%","96.00%","2",".06%","4.00%","50",".09%"
"Cobb","2,888","5.79%","92.21%","244","6.79%","7.79%","3,132","5.86%"
"Coffee","223",".45%","93.70%","15",".42%","6.30%","238",".45%"
"Colquitt","333",".67%","93.80%","22",".61%","6.20%","355",".66%"
"Columbia","309",".62%","91.15%","30",".83%","8.85%","339",".63%"
"Cook","129",".26%","93.48%","9",".25%","6.52%","138",".26%"
"Coweta","552","1.11%","92.46%","45","1.25%","7.54%","597","1.12%"
"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Crawford","23",".05%","88.46%","3",".08%","11.54%","26",".05%"
"Crisp","307",".62%","95.94%","13",".36%","4.06%","320",".60%"
"Dade","149",".30%","96.13%","6",".17%","3.87%","155",".29%"
"Dawson","95",".19%","91.35%","9",".25%","8.65%","104",".19%"
"Decatur","325",".65%","94.20%","20",".56%","5.80%","345",".65%"
"Dekalb","2,905","5.82%","94.90%","156","4.34%","5.10%","3,061","5.73%"
"Dodge","164",".33%","92.13%","14",".39%","7.87%","178",".33%"
"Dooly","111",".22%","94.07%","7",".19%","5.93%","118",".22%"
