"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","74",".16%","96.10%","3",".11%","3.90%","77",".16%"
"Atkinson","39",".09%","95.12%","2",".07%","4.88%","41",".09%"
"Bacon","45",".10%","97.83%","1",".04%","2.17%","46",".10%"
"Baker","17",".04%","94.44%","1",".04%","5.56%","18",".04%"
"Baldwin","328",".73%","95.07%","17",".62%","4.93%","345",".72%"
"Banks","70",".16%","93.33%","5",".18%","6.67%","75",".16%"
"Barrow","207",".46%","94.95%","11",".40%","5.05%","218",".46%"
"Bartow","457","1.01%","90.85%","46","1.69%","9.15%","503","1.05%"
"Ben Hill","212",".47%","91.38%","20",".73%","8.62%","232",".48%"
"Berrien","86",".19%","90.53%","9",".33%","9.47%","95",".20%"
"Bibb","956","2.12%","95.22%","48","1.76%","4.78%","1,004","2.10%"
"Bleckley","102",".23%","91.07%","10",".37%","8.93%","112",".23%"
"Brantley","56",".12%","93.33%","4",".15%","6.67%","60",".13%"
"Brooks","75",".17%","100.00%","","","","75",".16%"
"Bryan","93",".21%","93.94%","6",".22%","6.06%","99",".21%"
"Bulloch","412",".91%","93.85%","27",".99%","6.15%","439",".92%"
"Burke","186",".41%","97.38%","5",".18%","2.62%","191",".40%"
"Butts","117",".26%","94.35%","7",".26%","5.65%","124",".26%"
"Calhoun","36",".08%","92.31%","3",".11%","7.69%","39",".08%"
"Camden","106",".23%","98.15%","2",".07%","1.85%","108",".23%"
"Candler","68",".15%","97.14%","2",".07%","2.86%","70",".15%"
"Carroll","462","1.02%","92.77%","36","1.32%","7.23%","498","1.04%"
"Catoosa","242",".54%","90.98%","24",".88%","9.02%","266",".56%"
"Charlton","68",".15%","95.77%","3",".11%","4.23%","71",".15%"
"Chatham","2,277","5.05%","95.11%","117","4.30%","4.89%","2,394","5.00%"
"Chattahoochee","28",".06%","93.33%","2",".07%","6.67%","30",".06%"
"Chattooga","219",".49%","89.39%","26",".96%","10.61%","245",".51%"
"Cherokee","542","1.20%","91.55%","50","1.84%","8.45%","592","1.24%"
"Clarke","452","1.00%","94.96%","24",".88%","5.04%","476",".99%"
"Clay","28",".06%","96.55%","1",".04%","3.45%","29",".06%"
"Clayton","1,633","3.62%","94.78%","90","3.31%","5.22%","1,723","3.60%"
"Clinch","50",".11%","94.34%","3",".11%","5.66%","53",".11%"
"Cobb","2,281","5.05%","93.48%","159","5.84%","6.52%","2,440","5.10%"
