"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","184",".41%","95.83%","8",".25%","4.17%","192",".40%"
"Appling County","106",".23%","94.64%","6",".19%","5.36%","112",".23%"
"Atkinson County","43",".10%","89.58%","5",".16%","10.42%","48",".10%"
"Bacon County","72",".16%","96.00%","3",".09%","4.00%","75",".15%"
"Baker County","14",".03%","82.35%","3",".09%","17.65%","17",".04%"
"Baldwin County","268",".59%","92.10%","23",".72%","7.90%","291",".60%"
"Banks County","61",".13%","89.71%","7",".22%","10.29%","68",".14%"
"Barrow County","307",".68%","90.29%","33","1.03%","9.71%","340",".70%"
"Bartow County","556","1.23%","88.54%","72","2.26%","11.46%","628","1.30%"
"Ben Hill County","217",".48%","94.35%","13",".41%","5.65%","230",".47%"
"Berrien County","95",".21%","96.94%","3",".09%","3.06%","98",".20%"
"Bibb County","1,006","2.22%","94.73%","56","1.75%","5.27%","1,062","2.19%"
"Bleckley County","50",".11%","89.29%","6",".19%","10.71%","56",".12%"
"Brantley County","84",".19%","90.32%","9",".28%","9.68%","93",".19%"
"Brooks County","42",".09%","100.00%","","","","42",".09%"
"Bryan County","42",".09%","97.67%","1",".03%","2.33%","43",".09%"
"Bulloch County","465","1.03%","93.56%","32","1.00%","6.44%","497","1.03%"
"Burke County","213",".47%","95.09%","11",".34%","4.91%","224",".46%"
"Butts County","118",".26%","92.19%","10",".31%","7.81%","128",".26%"
"Calhoun County","23",".05%","85.19%","4",".13%","14.81%","27",".06%"
"Camden County","163",".36%","92.09%","14",".44%","7.91%","177",".37%"
"Candler County","97",".21%","91.51%","9",".28%","8.49%","106",".22%"
"Carroll County","532","1.18%","92.20%","45","1.41%","7.80%","577","1.19%"
"Catoosa County","312",".69%","91.50%","29",".91%","8.50%","341",".70%"
"Charlton County","61",".13%","89.71%","7",".22%","10.29%","68",".14%"
"Chatham County","1,679","3.71%","96.44%","62","1.94%","3.56%","1,741","3.59%"
"Chattahoochee County","17",".04%","100.00%","","","","17",".04%"
"Chattooga County","203",".45%","91.44%","19",".60%","8.56%","222",".46%"
"Cherokee County","500","1.11%","91.07%","49","1.54%","8.93%","549","1.13%"
"Clarke County","491","1.09%","93.35%","35","1.10%","6.65%","526","1.09%"
"Clay County","21",".05%","84.00%","4",".13%","16.00%","25",".05%"
"Clayton County","1,241","2.74%","93.03%","93","2.91%","6.97%","1,334","2.75%"
"Clinch County","37",".08%","92.50%","3",".09%","7.50%","40",".08%"
"Cobb County","2,250","4.97%","93.05%","168","5.26%","6.95%","2,418","4.99%"
"Coffee County","220",".49%","94.42%","13",".41%","5.58%","233",".48%"
"Colquitt County","203",".45%","96.21%","8",".25%","3.79%","211",".44%"
"Columbia County","365",".81%","90.57%","38","1.19%","9.43%","403",".83%"
"Cook County","111",".25%","91.74%","10",".31%","8.26%","121",".25%"
