"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","185",".41%","95.85%","8",".25%","4.15%","193",".40%"
"Appling County","106",".24%","94.64%","6",".19%","5.36%","112",".23%"
"Atkinson County","42",".09%","89.36%","5",".16%","10.64%","47",".10%"
"Bacon County","72",".16%","96.00%","3",".09%","4.00%","75",".16%"
"Baker County","13",".03%","86.67%","2",".06%","13.33%","15",".03%"
"Baldwin County","272",".60%","92.20%","23",".73%","7.80%","295",".61%"
"Banks County","58",".13%","89.23%","7",".22%","10.77%","65",".14%"
"Barrow County","299",".66%","90.06%","33","1.04%","9.94%","332",".69%"
"Bartow County","573","1.27%","88.70%","73","2.31%","11.30%","646","1.34%"
"Ben Hill County","216",".48%","93.91%","14",".44%","6.09%","230",".48%"
"Berrien County","95",".21%","96.94%","3",".09%","3.06%","98",".20%"
"Bibb County","997","2.22%","94.59%","57","1.80%","5.41%","1,054","2.19%"
"Bleckley County","49",".11%","90.74%","5",".16%","9.26%","54",".11%"
"Brantley County","81",".18%","90.00%","9",".28%","10.00%","90",".19%"
"Brooks County","45",".10%","100.00%","","","","45",".09%"
"Bryan County","42",".09%","97.67%","1",".03%","2.33%","43",".09%"
"Bulloch County","467","1.04%","93.21%","34","1.07%","6.79%","501","1.04%"
"Burke County","212",".47%","95.50%","10",".32%","4.50%","222",".46%"
"Butts County","121",".27%","91.67%","11",".35%","8.33%","132",".27%"
"Calhoun County","24",".05%","85.71%","4",".13%","14.29%","28",".06%"
"Camden County","158",".35%","91.86%","14",".44%","8.14%","172",".36%"
"Candler County","98",".22%","92.45%","8",".25%","7.55%","106",".22%"
"Carroll County","525","1.17%","92.43%","43","1.36%","7.57%","568","1.18%"
"Catoosa County","308",".68%","90.59%","32","1.01%","9.41%","340",".71%"
"Charlton County","61",".14%","89.71%","7",".22%","10.29%","68",".14%"
"Chatham County","1,680","3.74%","96.50%","61","1.93%","3.50%","1,741","3.62%"
"Chattahoochee County","16",".04%","100.00%","","","","16",".03%"
"Chattooga County","200",".44%","92.17%","17",".54%","7.83%","217",".45%"
"Cherokee County","490","1.09%","91.59%","45","1.42%","8.41%","535","1.11%"
"Clarke County","488","1.09%","92.95%","37","1.17%","7.05%","525","1.09%"
"Clay County","21",".05%","84.00%","4",".13%","16.00%","25",".05%"
"Clayton County","1,238","2.75%","93.22%","90","2.84%","6.78%","1,328","2.76%"
"Clinch County","37",".08%","92.50%","3",".09%","7.50%","40",".08%"
"Cobb County","2,225","4.95%","93.02%","167","5.27%","6.98%","2,392","4.97%"
"Coffee County","223",".50%","94.89%","12",".38%","5.11%","235",".49%"
"Colquitt County","206",".46%","96.26%","8",".25%","3.74%","214",".44%"
"Columbia County","356",".79%","90.59%","37","1.17%","9.41%","393",".82%"
"Cook County","109",".24%","92.37%","9",".28%","7.63%","118",".25%"
