"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","47",".09%","90.38%","5",".13%","9.62%","52",".09%"
"115
Polk County","176",".33%","92.15%","15",".39%","7.85%","191",".34%"
"116
Pulaski County","63",".12%","92.65%","5",".13%","7.35%","68",".12%"
"117
Putnam County","164",".31%","92.66%","13",".34%","7.34%","177",".31%"
"118
Quitman County","20",".04%","100.00%","","","","20",".04%"
"119
Rabun County","48",".09%","88.89%","6",".16%","11.11%","54",".10%"
"120
Randolph County","79",".15%","95.18%","4",".10%","4.82%","83",".15%"
"121
Richmond County","1,937","3.67%","94.26%","118","3.05%","5.74%","2,055","3.63%"
"122
Rockdale County","477",".90%","93.90%","31",".80%","6.10%","508",".90%"
"123
Schley County","24",".05%","96.00%","1",".03%","4.00%","25",".04%"
"124
Screven County","141",".27%","94.00%","9",".23%","6.00%","150",".27%"
"125
Seminole County","69",".13%","87.34%","10",".26%","12.66%","79",".14%"
"126
Spalding County","573","1.09%","92.12%","49","1.27%","7.88%","622","1.10%"
"127
Stephens County","167",".32%","93.82%","11",".28%","6.18%","178",".31%"
"128
Stewart County","35",".07%","97.22%","1",".03%","2.78%","36",".06%"
"129
Sumter County","233",".44%","94.72%","13",".34%","5.28%","246",".43%"
"130
Talbot County","57",".11%","95.00%","3",".08%","5.00%","60",".11%"
"131
Taliaferro County","25",".05%","83.33%","5",".13%","16.67%","30",".05%"
"132
Tattnall County","206",".39%","93.64%","14",".36%","6.36%","220",".39%"
"133
Taylor County","79",".15%","96.34%","3",".08%","3.66%","82",".14%"
"134
Telfair County","98",".19%","91.59%","9",".23%","8.41%","107",".19%"
"135
Terrell County","79",".15%","97.53%","2",".05%","2.47%","81",".14%"
"136
Thomas County","227",".43%","95.38%","11",".28%","4.62%","238",".42%"
"137
Tift County","285",".54%","96.61%","10",".26%","3.39%","295",".52%"
"138
Toombs County","363",".69%","90.98%","36",".93%","9.02%","399",".71%"
"139
Towns County","38",".07%","88.37%","5",".13%","11.63%","43",".08%"
"140
Treutlen County","89",".17%","94.68%","5",".13%","5.32%","94",".17%"
"141
Troup County","644","1.22%","91.48%","60","1.55%","8.52%","704","1.24%"
"142
Turner County","67",".13%","95.71%","3",".08%","4.29%","70",".12%"
"143
Twiggs County","76",".14%","95.00%","4",".10%","5.00%","80",".14%"
"144
Union County","79",".15%","85.87%","13",".34%","14.13%","92",".16%"
"145
Upson County","171",".32%","94.48%","10",".26%","5.52%","181",".32%"
"146
Walker County","413",".78%","89.78%","47","1.22%","10.22%","460",".81%"
"147
Walton County","544","1.03%","90.67%","56","1.45%","9.33%","600","1.06%"
"148
Ware County","342",".65%","93.96%","22",".57%","6.04%","364",".64%"
"149
Warren County","50",".09%","96.15%","2",".05%","3.85%","52",".09%"
"150
Washington County","193",".37%","90.19%","21",".54%","9.81%","214",".38%"
"151
Wayne County","123",".23%","90.44%","13",".34%","9.56%","136",".24%"
