"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","341",".64%","95.52%","16",".41%","4.48%","357",".62%"
"Appling County","108",".20%","97.30%","3",".08%","2.70%","111",".19%"
"Atkinson County","58",".11%","90.63%","6",".15%","9.38%","64",".11%"
"Bacon County","62",".12%","98.41%","1",".03%","1.59%","63",".11%"
"Baker County","13",".02%","100.00%","","","","13",".02%"
"Baldwin County","348",".65%","93.30%","25",".64%","6.70%","373",".65%"
"Banks County","69",".13%","94.52%","4",".10%","5.48%","73",".13%"
"Barrow County","282",".53%","93.07%","21",".54%","6.93%","303",".53%"
"Bartow County","676","1.26%","88.14%","91","2.34%","11.86%","767","1.33%"
"Ben Hill County","222",".41%","94.07%","14",".36%","5.93%","236",".41%"
"Berrien County","94",".18%","94.95%","5",".13%","5.05%","99",".17%"
"Bibb County","1,145","2.13%","95.02%","60","1.54%","4.98%","1,205","2.09%"
"Bleckley County","71",".13%","91.03%","7",".18%","8.97%","78",".14%"
"Brantley County","76",".14%","91.57%","7",".18%","8.43%","83",".14%"
"Brooks County","61",".11%","93.85%","4",".10%","6.15%","65",".11%"
"Bryan County","110",".20%","99.10%","1",".03%",".90%","111",".19%"
"Bulloch County","518",".97%","92.01%","45","1.16%","7.99%","563",".98%"
"Burke County","228",".42%","98.28%","4",".10%","1.72%","232",".40%"
"Butts County","177",".33%","96.72%","6",".15%","3.28%","183",".32%"
"Calhoun County","39",".07%","82.98%","8",".21%","17.02%","47",".08%"
"Camden County","164",".31%","94.25%","10",".26%","5.75%","174",".30%"
"Candler County","109",".20%","90.08%","12",".31%","9.92%","121",".21%"
"Carroll County","638","1.19%","90.24%","69","1.77%","9.76%","707","1.23%"
"Catoosa County","361",".67%","91.16%","35",".90%","8.84%","396",".69%"
"Charlton County","53",".10%","91.38%","5",".13%","8.62%","58",".10%"
"Chatham County","2,508","4.67%","95.83%","109","2.80%","4.17%","2,617","4.55%"
"Chattahoochee County","35",".07%","92.11%","3",".08%","7.89%","38",".07%"
"Chattooga County","260",".48%","89.35%","31",".80%","10.65%","291",".51%"
"Cherokee County","594","1.11%","92.67%","47","1.21%","7.33%","641","1.11%"
"Clarke County","493",".92%","94.81%","27",".69%","5.19%","520",".90%"
"Clay County","36",".07%","92.31%","3",".08%","7.69%","39",".07%"
"Clayton County","1,548","2.88%","93.20%","113","2.90%","6.80%","1,661","2.89%"
"Clinch County","70",".13%","98.59%","1",".03%","1.41%","71",".12%"
"Cobb County","2,750","5.12%","90.91%","275","7.06%","9.09%","3,025","5.25%"
"Coffee County","239",".45%","93.00%","18",".46%","7.00%","257",".45%"
"Colquitt County","286",".53%","93.77%","19",".49%","6.23%","305",".53%"
"Columbia County","352",".66%","90.96%","35",".90%","9.04%","387",".67%"
"Cook County","133",".25%","95.00%","7",".18%","5.00%","140",".24%"
"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Coweta County","560","1.04%","91.80%","50","1.28%","8.20%","610","1.06%"
