"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","84",".18%","96.55%","3",".09%","3.45%","87",".18%"
"Atkinson","41",".09%","93.18%","3",".09%","6.82%","44",".09%"
"Bacon","52",".11%","96.30%","2",".06%","3.70%","54",".11%"
"Baker","13",".03%","92.86%","1",".03%","7.14%","14",".03%"
"Baldwin
1 2 3 4 5 6 7 8 9 1","343",".74%","93.72%","23",".70%","6.28%","366",".74%"
"Banks","68",".15%","91.89%","6",".18%","8.11%","74",".15%"
"Barrow","222",".48%","94.87%","12",".37%","5.13%","234",".47%"
"Bartow","507","1.10%","89.10%","62","1.90%","10.90%","569","1.15%"
"Ben Hill","211",".46%","92.14%","18",".55%","7.86%","229",".46%"
"Berrien","76",".16%","87.36%","11",".34%","12.64%","87",".18%"
"Bibb","981","2.13%","94.97%","52","1.59%","5.03%","1,033","2.09%"
"Bleckley","101",".22%","90.99%","10",".31%","9.01%","111",".22%"
"Brantley","52",".11%","94.55%","3",".09%","5.45%","55",".11%"
"Brooks","71",".15%","100.00%","","","","71",".14%"
"Bryan","101",".22%","92.66%","8",".25%","7.34%","109",".22%"
"Bulloch","432",".94%","93.91%","28",".86%","6.09%","460",".93%"
"Burke","196",".42%","96.08%","8",".25%","3.92%","204",".41%"
"Butts","134",".29%","96.40%","5",".15%","3.60%","139",".28%"
"Calhoun","33",".07%","89.19%","4",".12%","10.81%","37",".07%"
"Camden","127",".28%","96.95%","4",".12%","3.05%","131",".27%"
"Candler","68",".15%","97.14%","2",".06%","2.86%","70",".14%"
"Carroll","505","1.09%","91.49%","47","1.44%","8.51%","552","1.12%"
"Catoosa","240",".52%","91.60%","22",".67%","8.40%","262",".53%"
"Charlton","64",".14%","95.52%","3",".09%","4.48%","67",".14%"
"Chatham","2,278","4.94%","94.02%","145","4.44%","5.98%","2,423","4.91%"
"Chattahoochee","27",".06%","96.43%","1",".03%","3.57%","28",".06%"
"Chattooga","216",".47%","88.52%","28",".86%","11.48%","244",".49%"
"Cherokee","537","1.16%","89.95%","60","1.84%","10.05%","597","1.21%"
"Clarke","438",".95%","93.39%","31",".95%","6.61%","469",".95%"
"Clay","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"Clayton","1,506","3.26%","92.34%","125","3.83%","7.66%","1,631","3.30%"
"Clinch","48",".10%","92.31%","4",".12%","7.69%","52",".11%"
"Cobb","2,452","5.32%","91.87%","217","6.65%","8.13%","2,669","5.40%"
"Coffee","220",".48%","90.53%","23",".70%","9.47%","243",".49%"
"Colquitt","295",".64%","96.72%","10",".31%","3.28%","305",".62%"
"Columbia","270",".59%","92.15%","23",".70%","7.85%","293",".59%"
"Cook","137",".30%","93.84%","9",".28%","6.16%","146",".30%"
"Coweta","488","1.06%","95.50%","23",".70%","4.50%","511","1.03%"
