"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"17","3","0.02%","37.50%","5","0.29%","62.50%","8","0.05%"
"18","164","1.22%","94.80%","9","0.51%","5.20%","173","1.14%"
"19","176","1.31%","95.14%","9","0.51%","4.86%","185","1.22%"
"20","265","1.97%","94.98%","14","0.80%","5.02%","279","1.83%"
"21","272","2.02%","91.28%","26","1.48%","8.72%","298","1.96%"
"22","356","2.64%","91.05%","35","2.00%","8.95%","391","2.57%"
"23","362","2.69%","89.83%","41","2.34%","10.17%","403","2.65%"
"24","417","3.10%","93.50%","29","1.65%","6.50%","446","2.93%"
"25","442","3.28%","90.39%","47","2.68%","9.61%","489","3.21%"
"26","392","2.91%","91.16%","38","2.17%","8.84%","430","2.83%"
"27","418","3.10%","91.07%","41","2.34%","8.93%","459","3.02%"
"28","440","3.27%","88.71%","56","3.19%","11.29%","496","3.26%"
"29","487","3.62%","88.55%","63","3.59%","11.45%","550","3.61%"
"30","457","3.39%","86.39%","72","4.10%","13.61%","529","3.48%"
"31","470","3.49%","86.72%","72","4.10%","13.28%","542","3.56%"
"32","477","3.54%","84.28%","89","5.07%","15.72%","566","3.72%"
"33","483","3.59%","88.30%","64","3.65%","11.70%","547","3.59%"
"34","482","3.58%","87.80%","67","3.82%","12.20%","549","3.61%"
"35","439","3.26%","88.69%","56","3.19%","11.31%","495","3.25%"
"36","422","3.13%","85.95%","69","3.93%","14.05%","491","3.23%"
"37","426","3.16%","86.76%","65","3.71%","13.24%","491","3.23%"
"38","375","2.78%","85.62%","63","3.59%","14.38%","438","2.88%"
"39","390","2.90%","87.44%","56","3.19%","12.56%","446","2.93%"
"40","358","2.66%","84.63%","65","3.71%","15.37%","423","2.78%"
"41","368","2.73%","84.21%","69","3.93%","15.79%","437","2.87%"
"42","341","2.53%","87.89%","47","2.68%","12.11%","388","2.55%"
"43","310","2.30%","87.08%","46","2.62%","12.92%","356","2.34%"
"44","279","2.07%","88.29%","37","2.11%","11.71%","316","2.08%"
"45","290","2.15%","86.31%","46","2.62%","13.69%","336","2.21%"
"46","274","2.03%","88.10%","37","2.11%","11.90%","311","2.04%"
"47","208","1.54%","85.25%","36","2.05%","14.75%","244","1.60%"
"48","185","1.37%","83.71%","36","2.05%","16.29%","221","1.45%"
"49","212","1.57%","88.70%","27","1.54%","11.30%","239","1.57%"
"50","174","1.29%","84.06%","33","1.88%","15.94%","207","1.36%"
"51","190","1.41%","91.79%","17","0.97%","8.21%","207","1.36%"
"52","198","1.47%","87.61%","28","1.60%","12.39%","226","1.48%"
"53","154","1.14%","85.56%","26","1.48%","14.44%","180","1.18%"
"54","133","0.99%","85.81%","22","1.25%","14.19%","155","1.02%"
"55","150","1.11%","93.75%","10","0.57%","6.25%","160","1.05%"
"56","137","1.02%","91.33%","13","0.74%","8.67%","150","0.99%"
