"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"15","2","0.02%","100.00%","","","","2","0.01%"
"16","16","0.13%","100.00%","","","","16","0.12%"
"17","62","0.52%","95.38%","3","0.21%","4.62%","65","0.49%"
"18","167","1.40%","95.43%","8","0.56%","4.57%","175","1.31%"
"19","246","2.06%","95.35%","12","0.84%","4.65%","258","1.93%"
"20","292","2.45%","94.19%","18","1.26%","5.81%","310","2.32%"
"21","347","2.91%","94.55%","20","1.40%","5.45%","367","2.75%"
"22","358","3.00%","95.72%","16","1.12%","4.28%","374","2.80%"
"23","373","3.13%","92.10%","32","2.24%","7.90%","405","3.03%"
"24","373","3.13%","88.60%","48","3.36%","11.40%","421","3.15%"
"25","400","3.35%","91.12%","39","2.73%","8.88%","439","3.29%"
"26","405","3.39%","88.82%","51","3.57%","11.18%","456","3.41%"
"27","434","3.64%","90.61%","45","3.15%","9.39%","479","3.59%"
"28","437","3.66%","90.48%","46","3.22%","9.52%","483","3.61%"
"29","452","3.79%","92.24%","38","2.66%","7.76%","490","3.67%"
"30","451","3.78%","87.74%","63","4.41%","12.26%","514","3.85%"
"31","435","3.65%","85.80%","72","5.04%","14.20%","507","3.79%"
"32","420","3.52%","86.78%","64","4.48%","13.22%","484","3.62%"
"33","391","3.28%","84.27%","73","5.11%","15.73%","464","3.47%"
"34","406","3.40%","89.04%","50","3.50%","10.96%","456","3.41%"
"35","387","3.24%","87.36%","56","3.92%","12.64%","443","3.32%"
"36","347","2.91%","87.63%","49","3.43%","12.37%","396","2.96%"
"37","355","2.97%","88.31%","47","3.29%","11.69%","402","3.01%"
"38","326","2.73%","86.47%","51","3.57%","13.53%","377","2.82%"
"39","325","2.72%","87.37%","47","3.29%","12.63%","372","2.78%"
"40","337","2.82%","85.32%","58","4.06%","14.68%","395","2.96%"
"41","313","2.62%","87.19%","46","3.22%","12.81%","359","2.69%"
"42","256","2.15%","86.78%","39","2.73%","13.22%","295","2.21%"
"43","246","2.06%","91.79%","22","1.54%","8.21%","268","2.01%"
"44","201","1.68%","82.72%","42","2.94%","17.28%","243","1.82%"
"45","182","1.53%","85.05%","32","2.24%","14.95%","214","1.60%"
"46","175","1.47%","85.78%","29","2.03%","14.22%","204","1.53%"
"47","183","1.53%","90.59%","19","1.33%","9.41%","202","1.51%"
"48","189","1.58%","90.87%","19","1.33%","9.13%","208","1.56%"
"49","175","1.47%","88.83%","22","1.54%","11.17%","197","1.47%"
"50","138","1.16%","87.90%","19","1.33%","12.10%","157","1.18%"
"51","154","1.29%","88.51%","20","1.40%","11.49%","174","1.30%"
"52","145","1.22%","88.96%","18","1.26%","11.04%","163","1.22%"
"53","109","0.91%","88.62%","14","0.98%","11.38%","123","0.92%"
"54","103","0.86%","89.57%","12","0.84%","10.43%","115","0.86%"
