"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","2","0.01%","66.67%","1","0.05%","33.33%","3","0.02%"
"15","4","0.02%","100.00%","","","","4","0.02%"
"16","22","0.13%","100.00%","","","","22","0.12%"
"17","119","0.73%","100.00%","","","","119","0.64%"
"18","273","1.67%","96.81%","9","0.41%","3.19%","282","1.52%"
"19","395","2.42%","96.58%","14","0.64%","3.42%","409","2.21%"
"20","499","3.06%","94.69%","28","1.28%","5.31%","527","2.84%"
"21","532","3.26%","93.33%","38","1.73%","6.67%","570","3.08%"
"22","540","3.31%","92.15%","46","2.09%","7.85%","586","3.16%"
"23","533","3.26%","88.54%","69","3.14%","11.46%","602","3.25%"
"24","590","3.61%","90.35%","63","2.87%","9.65%","653","3.52%"
"25","603","3.69%","88.81%","76","3.46%","11.19%","679","3.66%"
"26","676","4.14%","88.37%","89","4.05%","11.63%","765","4.13%"
"27","627","3.84%","88.31%","83","3.78%","11.69%","710","3.83%"
"28","648","3.97%","88.65%","83","3.78%","11.35%","731","3.95%"
"29","593","3.63%","86.95%","89","4.05%","13.05%","682","3.68%"
"30","587","3.59%","86.07%","95","4.33%","13.93%","682","3.68%"
"31","556","3.40%","85.80%","92","4.19%","14.20%","648","3.50%"
"32","519","3.18%","86.36%","82","3.73%","13.64%","601","3.24%"
"33","542","3.32%","85.76%","90","4.10%","14.24%","632","3.41%"
"34","516","3.16%","83.90%","99","4.51%","16.10%","615","3.32%"
"35","509","3.12%","86.86%","77","3.51%","13.14%","586","3.16%"
"36","478","2.93%","87.07%","71","3.23%","12.93%","549","2.96%"
"37","480","2.94%","86.02%","78","3.55%","13.98%","558","3.01%"
"38","438","2.68%","85.21%","76","3.46%","14.79%","514","2.77%"
"39","418","2.56%","87.82%","58","2.64%","12.18%","476","2.57%"
"40","343","2.10%","84.28%","64","2.91%","15.72%","407","2.20%"
"41","343","2.10%","87.50%","49","2.23%","12.50%","392","2.12%"
"42","291","1.78%","83.14%","59","2.69%","16.86%","350","1.89%"
"43","301","1.84%","84.31%","56","2.55%","15.69%","357","1.93%"
"44","300","1.84%","86.96%","45","2.05%","13.04%","345","1.86%"
"45","224","1.37%","81.45%","51","2.32%","18.55%","275","1.48%"
"46","267","1.63%","86.41%","42","1.91%","13.59%","309","1.67%"
"47","224","1.37%","81.75%","50","2.28%","18.25%","274","1.48%"
"48","229","1.40%","86.42%","36","1.64%","13.58%","265","1.43%"
"49","215","1.32%","86.00%","35","1.59%","14.00%","250","1.35%"
"50","222","1.36%","86.05%","36","1.64%","13.95%","258","1.39%"
"51","199","1.22%","85.78%","33","1.50%","14.22%","232","1.25%"
"52","184","1.13%","85.98%","30","1.37%","14.02%","214","1.16%"
"53","200","1.22%","91.74%","18","0.82%","8.26%","218","1.18%"
