"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"15","3","0.02%","75.00%","1","0.04%","25.00%","4","0.02%"
"16","21","0.13%","100.00%","","","","21","0.11%"
"17","155","0.95%","96.88%","5","0.21%","3.13%","160","0.86%"
"18","347","2.13%","96.12%","14","0.60%","3.88%","361","1.94%"
"19","508","3.12%","94.60%","29","1.24%","5.40%","537","2.88%"
"20","606","3.72%","91.96%","53","2.27%","8.04%","659","3.54%"
"21","619","3.80%","89.84%","70","3.00%","10.16%","689","3.70%"
"22","612","3.75%","92.73%","48","2.06%","7.27%","660","3.54%"
"23","677","4.15%","91.12%","66","2.83%","8.88%","743","3.99%"
"24","674","4.13%","92.46%","55","2.36%","7.54%","729","3.91%"
"25","632","3.88%","87.66%","89","3.81%","12.34%","721","3.87%"
"26","622","3.81%","87.48%","89","3.81%","12.52%","711","3.81%"
"27","663","4.07%","89.47%","78","3.34%","10.53%","741","3.98%"
"28","711","4.36%","89.21%","86","3.68%","10.79%","797","4.28%"
"29","596","3.65%","85.26%","103","4.41%","14.74%","699","3.75%"
"30","544","3.34%","87.32%","79","3.38%","12.68%","623","3.34%"
"31","451","2.77%","85.58%","76","3.26%","14.42%","527","2.83%"
"32","469","2.88%","85.90%","77","3.30%","14.10%","546","2.93%"
"33","416","2.55%","86.67%","64","2.74%","13.33%","480","2.57%"
"34","435","2.67%","84.47%","80","3.43%","15.53%","515","2.76%"
"35","384","2.35%","83.84%","74","3.17%","16.16%","458","2.46%"
"36","411","2.52%","82.70%","86","3.68%","17.30%","497","2.67%"
"37","437","2.68%","84.53%","80","3.43%","15.47%","517","2.77%"
"38","394","2.42%","83.47%","78","3.34%","16.53%","472","2.53%"
"39","355","2.18%","80.68%","85","3.64%","19.32%","440","2.36%"
"40","327","2.01%","83.63%","64","2.74%","16.37%","391","2.10%"
"41","351","2.15%","82.59%","74","3.17%","17.41%","425","2.28%"
"42","370","2.27%","83.90%","71","3.04%","16.10%","441","2.37%"
"43","356","2.18%","84.96%","63","2.70%","15.04%","419","2.25%"
"44","365","2.24%","86.29%","58","2.49%","13.71%","423","2.27%"
"45","335","2.05%","82.72%","70","3.00%","17.28%","405","2.17%"
"46","323","1.98%","84.33%","60","2.57%","15.67%","383","2.05%"
"47","311","1.91%","85.44%","53","2.27%","14.56%","364","1.95%"
"48","254","1.56%","80.63%","61","2.61%","19.37%","315","1.69%"
"49","256","1.57%","88.28%","34","1.46%","11.72%","290","1.56%"
"50","194","1.19%","83.98%","37","1.59%","16.02%","231","1.24%"
"51","196","1.20%","88.29%","26","1.11%","11.71%","222","1.19%"
"52","157","0.96%","87.71%","22","0.94%","12.29%","179","0.96%"
"53","134","0.82%","84.28%","25","1.07%","15.72%","159","0.85%"
"54","118","0.72%","91.47%","11","0.47%","8.53%","129","0.69%"
