"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","32",".21%","88.89%","3",".15%","8.33%","36",".21%"
"Appling County","27",".18%","90.00%","3",".15%","10.00%","30",".17%"
"Atkinson County","19",".12%","95.00%","1",".05%","5.00%","20",".12%"
"Bacon County","23",".15%","88.46%","3",".15%","11.54%","26",".15%"
"Baker County","2",".01%","100.00%","","","","2",".01%"
"Baldwin County","106",".69%","88.33%","14",".71%","11.67%","120",".70%"
"Banks County","19",".12%","86.36%","3",".15%","13.64%","22",".13%"
"Barrow County","135",".88%","87.10%","20","1.01%","12.90%","155",".90%"
"Bartow County","236","1.55%","78.93%","63","3.19%","21.07%","299","1.73%"
"Ben Hill County","61",".40%","80.26%","15",".76%","19.74%","76",".44%"
"Berrien County","23",".15%","95.83%","1",".05%","4.17%","24",".14%"
"Bibb County","260","1.70%","90.59%","27","1.37%","9.41%","287","1.67%"
"Bleckley County","23",".15%","85.19%","4",".20%","14.81%","27",".16%"
"Brantley County","42",".28%","93.33%","3",".15%","6.67%","45",".26%"
"Brooks County","10",".07%","100.00%","","","","10",".06%"
"Bryan County","20",".13%","90.91%","2",".10%","9.09%","22",".13%"
"Bulloch County","178","1.17%","90.82%","18",".91%","9.18%","196","1.14%"
"Burke County","58",".38%","90.63%","6",".30%","9.38%","64",".37%"
"Butts County","33",".22%","94.29%","2",".10%","5.71%","35",".20%"
"Calhoun County","8",".05%","100.00%","","","","8",".05%"
"Camden County","42",".28%","87.50%","6",".30%","12.50%","48",".28%"
"Candler County","32",".21%","80.00%","8",".40%","20.00%","40",".23%"
"Carroll County","222","1.45%","89.88%","25","1.26%","10.12%","247","1.43%"
"Catoosa County","138",".90%","83.13%","28","1.42%","16.87%","166",".96%"
"Charlton County","19",".12%","82.61%","4",".20%","17.39%","23",".13%"
"Chatham County","549","3.60%","91.96%","48","2.43%","8.04%","597","3.46%"
"Chattahoochee County","8",".05%","100.00%","","","","8",".05%"
"Chattooga County","85",".56%","87.63%","12",".61%","12.37%","97",".56%"
"Cherokee County","193","1.26%","82.13%","42","2.12%","17.87%","235","1.36%"
"Clarke County","201","1.32%","91.36%","19",".96%","8.64%","220","1.28%"
"Clay County","4",".03%","80.00%","1",".05%","20.00%","5",".03%"
"Clayton County","370","2.42%","88.31%","49","2.48%","11.69%","419","2.43%"
