"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","21",".12%","75.00%","7",".32%","25.00%","28",".14%"
"Atkinson","13",".07%","100.00%","","","","13",".06%"
"Bacon","21",".12%","95.45%","1",".05%","4.55%","22",".11%"
"Baker","5",".03%","100.00%","","","","5",".02%"
"Baldwin
1 2 3 4 5 6 7 8 9 1","105",".58%","91.30%","10",".45%","8.70%","115",".56%"
"Banks","21",".12%","84.00%","4",".18%","16.00%","25",".12%"
"Barrow","94",".52%","94.00%","6",".27%","6.00%","100",".49%"
"Bartow","233","1.28%","84.42%","43","1.95%","15.58%","276","1.35%"
"Ben Hill","82",".45%","90.11%","9",".41%","9.89%","91",".45%"
"0
Berrien","31",".17%","70.45%","13",".59%","29.55%","44",".22%"
"11
Bibb","266","1.46%","92.36%","22","1.00%","7.64%","288","1.41%"
"12
Bleckley","44",".24%","93.62%","3",".14%","6.38%","47",".23%"
"13
Brantley","10",".05%","76.92%","3",".14%","23.08%","13",".06%"
"14
Brooks","32",".18%","96.97%","1",".05%","3.03%","33",".16%"
"15
Bryan","40",".22%","93.02%","3",".14%","6.98%","43",".21%"
"16
Bulloch","147",".81%","92.45%","12",".54%","7.55%","159",".78%"
"17
Burke","61",".33%","91.04%","6",".27%","8.96%","67",".33%"
"18
Butts","46",".25%","92.00%","4",".18%","8.00%","50",".24%"
"19
Calhoun","19",".10%","95.00%","1",".05%","5.00%","20",".10%"
"20
Camden","45",".25%","93.75%","3",".14%","6.25%","48",".24%"
"21
Candler","30",".16%","93.75%","2",".09%","6.25%","32",".16%"
"22
Carroll","203","1.11%","89.43%","24","1.09%","10.57%","227","1.11%"
"23
Catoosa","107",".59%","86.29%","17",".77%","13.71%","124",".61%"
"24
Charlton","24",".13%","88.89%","3",".14%","11.11%","27",".13%"
"25
Chatham","961","5.27%","88.25%","128","5.81%","11.75%","1,089","5.33%"
"26
Chattahoochee","6",".03%","85.71%","1",".05%","14.29%","7",".03%"
"27
Chattooga","77",".42%","85.56%","13",".59%","14.44%","90",".44%"
"28
Cherokee","227","1.25%","85.66%","38","1.72%","14.34%","265","1.30%"
"29
Clarke","164",".90%","92.13%","14",".64%","7.87%","178",".87%"
"30
Clay","6",".03%","85.71%","1",".05%","14.29%","7",".03%"
"31
Clayton","656","3.60%","87.12%","97","4.40%","12.88%","753","3.69%"
"32
Clinch","18",".10%","94.74%","1",".05%","5.26%","19",".09%"
"33
Cobb","1,613","8.85%","85.84%","266","12.07%","14.16%","1,879","9.20%"
"34
Coffee","76",".42%","96.20%","3",".14%","3.80%","79",".39%"
"35
Colquitt","90",".49%","92.78%","7",".32%","7.22%","97",".47%"
"36
Columbia","99",".54%","90.83%","10",".45%","9.17%","109",".53%"
"37
Cook","41",".23%","89.13%","5",".23%","10.87%","46",".23%"
"38
Coweta","218","1.20%","87.55%","31","1.41%","12.45%","249","1.22%"
