"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"000
Unknown","122",".60%","94.57%","7",".33%","5.43%","129",".57%"
"001
Appling County","30",".15%","88.24%","4",".19%","11.76%","34",".15%"
"002
Atkinson County","21",".10%","91.30%","2",".09%","8.70%","23",".10%"
"003
Bacon County","21",".10%","87.50%","3",".14%","12.50%","24",".11%"
"004
Baker County","4",".02%","80.00%","1",".05%","20.00%","5",".02%"
"005
Baldwin County","125",".62%","91.91%","11",".52%","8.09%","136",".61%"
"006
Banks County","14",".07%","87.50%","2",".09%","12.50%","16",".07%"
"007
Barrow County","105",".52%","86.07%","17",".80%","13.93%","122",".54%"
"008
Bartow County","303","1.49%","85.11%","53","2.49%","14.89%","356","1.59%"
"009
Ben Hill County","73",".36%","91.25%","7",".33%","8.75%","80",".36%"
"010
Berrien County","38",".19%","86.36%","6",".28%","13.64%","44",".20%"
"011
Bibb County","293","1.44%","94.21%","18",".84%","5.79%","311","1.39%"
"012
Bleckley County","32",".16%","91.43%","3",".14%","8.57%","35",".16%"
"013
Brantley County","17",".08%","85.00%","3",".14%","15.00%","20",".09%"
"014
Brooks County","23",".11%","92.00%","2",".09%","8.00%","25",".11%"
"015
Bryan County","71",".35%","98.61%","1",".05%","1.39%","72",".32%"
"016
Bulloch County","205","1.01%","89.91%","23","1.08%","10.09%","228","1.02%"
"017
Burke County","73",".36%","93.59%","5",".23%","6.41%","78",".35%"
"018
Butts County","73",".36%","93.59%","5",".23%","6.41%","78",".35%"
"019
Calhoun County","14",".07%","82.35%","3",".14%","17.65%","17",".08%"
"020
Camden County","27",".13%","79.41%","7",".33%","20.59%","34",".15%"
"021
Candler County","46",".23%","93.88%","3",".14%","6.12%","49",".22%"
"022
Carroll County","236","1.16%","88.72%","30","1.41%","11.28%","266","1.19%"
"023
Catoosa County","126",".62%","84.56%","23","1.08%","15.44%","149",".66%"
"024
Charlton County","26",".13%","100.00%","","","","26",".12%"
"025
Chatham County","839","4.13%","92.91%","64","3.00%","7.09%","903","4.02%"
"026
Chattahoochee County","12",".06%","85.71%","2",".09%","14.29%","14",".06%"
"027
Chattooga County","81",".40%","81.82%","18",".84%","18.18%","99",".44%"
"028
Cherokee County","264","1.30%","90.41%","28","1.31%","9.59%","292","1.30%"
"029
Clarke County","174",".86%","94.57%","10",".47%","5.43%","184",".82%"
"030
Clay County","8",".04%","100.00%","","","","8",".04%"
"031
Clayton County","817","4.02%","91.59%","75","3.52%","8.41%","892","3.97%"
"032
Clinch County","24",".12%","100.00%","","","","24",".11%"
"033
Cobb County","1,417","6.98%","86.51%","221","10.37%","13.49%","1,638","7.30%"
"034
Coffee County","96",".47%","91.43%","9",".42%","8.57%","105",".47%"
"035
Colquitt County","74",".36%","94.87%","4",".19%","5.13%","78",".35%"
"036
Columbia County","142",".70%","89.87%","16",".75%","10.13%","158",".70%"
"037
Cook County","47",".23%","95.92%","2",".09%","4.08%","49",".22%"
